"mushaf_key,surah_number,ayah_number,page_number,x,y,width,height,polygon",surah_number,ayah_number,page_number,x,y,width,height,polygon
douri,69,29,567,7.341772151898734,67.88487894015532,7.004219409,3.380539058931019,"[{""x"": 7.341772151898734, ""y"": 67.88487894015532, ""width"": 7.0042194092827, ""height"": 3.380539058931019}, {""x"": 76.54008438818566, ""y"": 72.45317496573777, ""width"": 15.527426160337555, ""height"": 4.339881224303334}]"
douri,69,30,567,55.61181434599156,72.04202832343536,16.540084388185655,4.6139789858382825,"[{""x"": 55.61181434599156, ""y"": 72.04202832343536, ""width"": 16.540084388185655, ""height"": 4.6139789858382825}]"
douri,69,31,567,30.126582278481013,71.99634536317954,21.68776371308017,4.888076747,"[{""x"": 30.126582278481013, ""y"": 71.99634536317954, ""width"": 21.68776371308017, ""height"": 4.88807674737323}]"
douri,69,32,567,7.510548523206751,72.13339424394701,18.98734177,4.842393787117405,"[{""x"": 7.510548523206751, ""y"": 72.13339424394701, ""width"": 18.9873417721519, ""height"": 4.842393787117405}, {""x"": 51.89873417721519, ""y"": 77.20420283234354, ""width"": 40.25316455696203, ""height"": 4.6139789858382825}]"
douri,69,33,567,11.81434599156118,77.24988579259936,36.371308016877634,4.705344906349931,"[{""x"": 11.814345991561181, ""y"": 77.24988579259936, ""width"": 36.371308016877634, ""height"": 4.705344906349931}]"
douri,69,34,567,50.63291139240506,82.00091365920512,41.43459915611815,4.659661946094107,"[{""x"": 50.63291139240506, ""y"": 82.00091365920512, ""width"": 41.434599156118146, ""height"": 4.659661946094107}]"
douri,69,35,567,11.98312236,82.13796253997259,34.177215189873415,4.705344906349931,"[{""x"": 11.9831223628692, ""y"": 82.13796253997259, ""width"": 34.177215189873415, ""height"": 4.705344906349931}]"
douri,69,36,568,60.67510548523207,13.24805847418913,31.223628691983123,4.979442668,"[{""x"": 60.67510548523207, ""y"": 13.24805847418913, ""width"": 31.223628691983123, ""height"": 4.9794426678848795}]"
douri,69,37,568,28.691983122362867,13.019643672910004,28.35443037974684,4.933759707629054,"[{""x"": 28.691983122362867, ""y"": 13.019643672910005, ""width"": 28.354430379746837, ""height"": 4.933759707629054}]"
douri,69,38,568,7.848101265822785,12.745545911375055,16.793248945147678,5.070808588396528,"[{""x"": 7.848101265822785, ""y"": 12.745545911375055, ""width"": 16.793248945147678, ""height"": 5.070808588396528}, {""x"": 80.50632911392405, ""y"": 18.684330744632252, ""width"": 11.645569620253164, ""height"": 4.065783462768388}]"
douri,69,39,568,57.299578059071735,18.592964824120603,19.15611814345992,4.202832343535861,"[{""x"": 57.299578059071735, ""y"": 18.592964824120603, ""width"": 19.156118143459917, ""height"": 4.202832343535861}]"
douri,69,40,568,27.93248945,18.09045226130653,25.485232067510548,4.933759707629054,"[{""x"": 27.932489451476794, ""y"": 18.090452261306535, ""width"": 25.485232067510548, ""height"": 4.933759707629054}]"
