surah_number,ayah_number,page_number,x,y,width,height,polygon
33,19,420,9.658617818484595,32.57195066240293,11.074104912572857,4.339881224303334,"[{""x"": 9.825145711906744, ""y"": 47.00776610324349, ""width"": 80.18318068276436, ""height"": 5.025125628140704}, {""x"": 9.825145711906744, ""y"": 41.98264047510279, ""width"": 80.26644462947544, ""height"": 5.299223389675651}, {""x"": 9.075770191507077, ""y"": 37.368661489264504, ""width"": 81.26561199000832, ""height"": 4.88807674737323}, {""x"": 9.658617818484597, ""y"": 32.57195066240293, ""width"": 11.074104912572857, ""height"": 4.339881224303334}, {""x"": 30.80766028309742, ""y"": 51.94152581087255, ""width"": 59.78351373855121, ""height"": 5.025125628140704}]"
33,20,420,10.074937552039968,52.67245317496574,16.402997502081597,4.202832343535861,"[{""x"": 9.575353871773522, ""y"": 61.671996345363176, ""width"": 81.09908409658618, ""height"": 5.253540429419826}, {""x"": 9.908409658617819, ""y"": 56.78391959798995, ""width"": 80.68276436303081, ""height"": 5.025125628140704}, {""x"": 10.074937552039968, ""y"": 52.67245317496574, ""width"": 16.402997502081597, ""height"": 4.202832343535861}, {""x"": 65.2789342214821, ""y"": 66.65143901324807, ""width"": 25.31223980016653, ""height"": 4.9794426678848795}]"
33,21,420,9.408825978351372,66.78848789401553,52.12323064113239,4.842393787117405,"[{""x"": 9.408825978351373, ""y"": 66.78848789401553, ""width"": 52.12323064113239, ""height"": 4.842393787117405}, {""x"": 12.406328059950042, ""y"": 71.67656464138877, ""width"": 78.35137385512073, ""height"": 4.933759707629054}]"
33,22,420,10.15820149875104,76.56464138876198,80.43297252289759,4.933759707629054,"[{""x"": 10.15820149875104, ""y"": 76.56464138876198, ""width"": 80.43297252289759, ""height"": 4.933759707629054}, {""x"": 14.071606994171523, ""y"": 81.26998629511192, ""width"": 76.35303913405495, ""height"": 5.573321151210599}]"
33,23,421,9.75,13.385107354956602,80.66666666666666,4.842393787117405,"[{""x"": 9.75, ""y"": 13.385107354956602, ""width"": 80.66666666666666, ""height"": 4.842393787117405}, {""x"": 25.5, ""y"": 18.04476930105071, ""width"": 65.08333333333334, ""height"": 5.207857469164002}]"
33,24,421,9.666666666666666,18.501598903608954,12.083333333333334,4.6139789858382825,"[{""x"": 9.333333333333334, ""y"": 23.161260849703062, ""width"": 81.08333333333333, ""height"": 4.933759707629054}, {""x"": 9.666666666666666, ""y"": 18.501598903608954, ""width"": 12.083333333333334, ""height"": 4.6139789858382825}, {""x"": 36.16666666666667, ""y"": 28.049337597076292, ""width"": 54.41666666666667, ""height"": 4.933759707629054}]"
33,25,421,9.166666666666666,28.04933759707629,22.58333333333333,4.79671082686158,"[{""x"": 9.333333333333334, ""y"": 32.57195066240293, ""width"": 81.25, ""height"": 5.253540429419826}, {""x"": 9.166666666666666, ""y"": 28.049337597076292, ""width"": 22.583333333333332, ""height"": 4.79671082686158}, {""x"": 49.416666666666664, ""y"": 37.87117405207858, ""width"": 41.16666666666667, ""height"": 5.025125628140704}]"
33,26,421,9.416666666666666,37.96253997259023,35.5,4.88807674737323,"[{""x"": 9.75, ""y"": 42.89629968021928, ""width"": 80.75, ""height"": 4.659661946094107}, {""x"": 9.416666666666666, ""y"": 37.96253997259023, ""width"": 35.5, ""height"": 4.88807674737323}, {""x"": 41.833333333333336, ""y"": 47.921425308359986, ""width"": 48.583333333333336, ""height"": 4.751027866605756}]"
33,27,421,9.5,47.60164458656921,28.416666666666668,4.97944266788488,"[{""x"": 10.083333333333332, ""y"": 52.398355413430785, ""width"": 80.58333333333333, ""height"": 5.070808588396528}, {""x"": 9.5, ""y"": 47.60164458656921, ""width"": 28.416666666666668, ""height"": 4.9794426678848795}, {""x"": 73.33333333333333, ""y"": 57.83462768387392, ""width"": 17.25, ""height"": 4.3855641845591595}]"
33,28,421,9.5,57.46916400182732,60.083333333333336,5.025125628140704,"[{""x"": 9.583333333333334, ""y"": 62.402923709456374, ""width"": 81.0, ""height"": 4.9794426678848795}, {""x"": 9.5, ""y"": 57.46916400182732, ""width"": 60.083333333333336, ""height"": 5.025125628140704}, {""x"": 69.83333333333334, ""y"": 67.61078117862037, ""width"": 20.666666666666668, ""height"": 4.3855641845591595}]"
33,29,421,8.833333333333334,67.4737322978529,56.58333333333333,4.79671082686158,"[{""x"": 8.833333333333334, ""y"": 67.4737322978529, ""width"": 56.58333333333333, ""height"": 4.79671082686158}, {""x"": 14.583333333333334, ""y"": 72.17907720420284, ""width"": 76.16666666666667, ""height"": 5.070808588396528}]"
33,30,421,9.666666666666666,77.20420283234354,80.75,4.933759707629054,"[{""x"": 9.666666666666666, ""y"": 77.20420283234354, ""width"": 80.75, ""height"": 4.933759707629054}, {""x"": 14.249999999999998, ""y"": 81.9552306989493, ""width"": 76.16666666666667, ""height"": 4.842393787117405}]"
33,31,422,9.74188176519567,13.476473275468251,79.68359700249792,4.79671082686158,"[{""x"": 9.74188176519567, ""y"": 13.476473275468251, ""width"": 79.68359700249792, ""height"": 4.79671082686158}, {""x"": 31.973355537052456, ""y"": 18.04476930105071, ""width"": 58.284762697751866, ""height"": 5.070808588396528}]"
33,32,422,8.90924229808493,18.54728186386478,19.40049958368027,4.79671082686158,"[{""x"": 9.242298084929226, ""y"": 22.704431247144814, ""width"": 81.01582014987511, ""height"": 5.299223389675651}, {""x"": 8.90924229808493, ""y"": 18.54728186386478, ""width"": 19.40049958368027, ""height"": 4.79671082686158}, {""x"": 22.98084929225645, ""y"": 27.91228871630882, ""width"": 67.44379683597003, ""height"": 5.025125628140704}]"
33,33,422,9.408825978351372,28.780264961169483,9.658617818484595,3.9287345820009136,"[{""x"": 9.408825978351373, ""y"": 32.84604842393787, ""width"": 80.93255620316403, ""height"": 5.025125628140704}, {""x"": 9.242298084929226, ""y"": 42.759250799451806, ""width"": 81.3488759367194, ""height"": 4.88807674737323}, {""x"": 9.492089925062448, ""y"": 37.77980813156693, ""width"": 80.43297252289759, ""height"": 4.9794426678848795}, {""x"": 9.408825978351373, ""y"": 28.780264961169483, ""width"": 9.658617818484597, ""height"": 3.9287345820009136}, {""x"": 77.93505412156536, ""y"": 48.012791228871635, ""width"": 12.406328059950042, ""height"": 4.431247144814984}]"
33,34,422,9.3255620316403,47.69301050708086,64.19650291423812,4.933759707629054,"[{""x"": 9.325562031640299, ""y"": 47.69301050708086, ""width"": 64.19650291423812, ""height"": 4.933759707629054}, {""x"": 13.57202331390508, ""y"": 52.35267245317496, ""width"": 76.93588676103246, ""height"": 5.070808588396528}]"
33,35,422,10.074937552039968,57.51484696208314,80.01665278934222,4.842393787117405,"[{""x"": 10.074937552039968, ""y"": 57.51484696208314, ""width"": 80.01665278934222, ""height"": 4.842393787117405}, {""x"": 9.575353871773522, ""y"": 76.88442211055276, ""width"": 80.93255620316403, ""height"": 5.116491548652353}, {""x"": 9.658617818484597, ""y"": 62.311557788944725, ""width"": 80.84929225645296, ""height"": 4.9794426678848795}, {""x"": 9.74188176519567, ""y"": 67.1082686158063, ""width"": 80.59950041631974, ""height"": 5.207857469164002}, {""x"": 9.74188176519567, ""y"": 72.08771128369118, ""width"": 80.76602830974188, ""height"": 5.162174508908177}, {""x"": 14.571190674437966, ""y"": 81.772498857926, ""width"": 75.77019150707743, ""height"": 4.9794426678848795}]"
33,36,423,10.166666666666666,13.339424394700778,80.75,4.97944266788488,"[{""x"": 10.166666666666666, ""y"": 13.339424394700778, ""width"": 80.75, ""height"": 4.9794426678848795}, {""x"": 9.833333333333332, ""y"": 18.04476930105071, ""width"": 80.83333333333333, ""height"": 5.025125628140704}, {""x"": 81.16666666666667, ""y"": 23.709456372772955, ""width"": 9.5, ""height"": 4.248515303791685}]"
33,37,423,9.75,22.887163088168112,67.08333333333333,4.97944266788488,"[{""x"": 10.166666666666666, ""y"": 42.530835998172684, ""width"": 80.25, ""height"": 5.070808588396528}, {""x"": 9.75, ""y"": 27.91228871630882, ""width"": 80.75, ""height"": 4.933759707629054}, {""x"": 9.916666666666666, ""y"": 32.57195066240293, ""width"": 80.08333333333333, ""height"": 5.025125628140704}, {""x"": 9.833333333333332, ""y"": 37.64275925079945, ""width"": 80.66666666666666, ""height"": 4.933759707629054}, {""x"": 9.75, ""y"": 22.887163088168112, ""width"": 67.08333333333333, ""height"": 4.9794426678848795}]"
33,38,423,9.75,47.55596162631338,75.5,5.207857469164002,"[{""x"": 9.75, ""y"": 47.55596162631338, ""width"": 75.5, ""height"": 5.207857469164002}, {""x"": 24.75, ""y"": 52.48972133394244, ""width"": 66.66666666666666, ""height"": 5.116491548652353}]"
33,39,423,10.083333333333332,52.39835541343079,9.583333333333334,4.431247144814984,"[{""x"": 9.5, ""y"": 57.19506624029237, ""width"": 81.16666666666667, ""height"": 5.025125628140704}, {""x"": 10.083333333333332, ""y"": 52.398355413430785, ""width"": 9.583333333333334, ""height"": 4.431247144814984}, {""x"": 71.66666666666667, ""y"": 62.63133851073549, ""width"": 19.5, ""height"": 4.568296025582458}]"
33,40,423,9.25,62.265874828688894,58.5,4.97944266788488,"[{""x"": 9.25, ""y"": 62.265874828688894, ""width"": 58.5, ""height"": 4.9794426678848795}, {""x"": 13.750000000000002, ""y"": 67.06258565555048, ""width"": 77.0, ""height"": 5.253540429419826}]"
33,41,423,27.750000000000004,72.08771128369118,62.91666666666666,4.933759707629054,"[{""x"": 27.750000000000004, ""y"": 72.08771128369118, ""width"": 62.916666666666664, ""height"": 4.933759707629054}]"
33,42,423,9.5,72.59022384650525,14.333333333333334,4.202832343535861,"[{""x"": 9.5, ""y"": 72.59022384650525, ""width"": 14.333333333333334, ""height"": 4.202832343535861}, {""x"": 69.25, ""y"": 76.83873915029695, ""width"": 21.25, ""height"": 5.116491548652353}]"
33,43,423,9.333333333333334,76.97578803106441,55.833333333333336,5.162174508908177,"[{""x"": 9.333333333333334, ""y"": 76.97578803106441, ""width"": 55.833333333333336, ""height"": 5.162174508908177}, {""x"": 13.833333333333334, ""y"": 81.9552306989493, ""width"": 76.33333333333333, ""height"": 4.659661946094107}]"
33,44,424,22.73105745212323,13.111009593421654,68.02664446294754,4.933759707629054,"[{""x"": 22.73105745212323, ""y"": 13.111009593421654, ""width"": 68.02664446294754, ""height"": 4.933759707629054}]"
33,45,424,9.74188176519567,13.339424394700778,8.742714404662781,4.157149383280037,"[{""x"": 9.74188176519567, ""y"": 13.339424394700778, ""width"": 8.742714404662781, ""height"": 4.157149383280037}, {""x"": 27.560366361365528, ""y"": 17.907720420283233, ""width"": 62.94754371357202, ""height"": 4.9794426678848795}]"
33,46,424,9.825145711906744,18.592964824120603,12.656119900083263,4.065783462768388,"[{""x"": 9.825145711906744, ""y"": 18.592964824120603, ""width"": 12.656119900083265, ""height"": 4.065783462768388}, {""x"": 49.37552039966695, ""y"": 23.206943809958887, ""width"": 41.38218151540383, ""height"": 4.659661946094107}]"
