number,surah_id,no_ayah,page_id,x,y
2203,18,63,301,317,181
2204,18,64,301,344,220
2205,18,65,301,255,260
2206,18,66,301,230,299
2207,18,67,301,353,338
2208,18,68,301,95,339
2209,18,69,301,87,378
2210,18,70,301,397,454
2211,18,71,301,167,496
2212,18,72,301,255,535
2213,18,73,301,248,574
2214,18,74,301,61,613
2215,18,75,302,104,65
2216,18,76,302,395,145
2217,18,77,302,185,223
2218,18,78,302,87,263
2219,18,79,302,87,341
2220,18,80,302,359,419
2221,18,81,302,368,460
2222,18,82,302,57,576
2223,18,83,302,61,615
2224,18,84,303,122,64
2225,18,85,303,398,105
2226,18,86,303,329,183
2227,18,87,303,279,222
2228,18,88,303,199,262
2229,18,89,303,95,263
2230,18,90,303,324,340
2231,18,91,303,87,341
2232,18,92,303,330,380
2233,18,93,303,238,419
2234,18,94,303,267,498
2235,18,95,303,228,535
2236,18,96,303,363,616
2237,18,97,303,60,616
2238,18,98,304,368,105
2239,18,99,304,312,145
2240,18,100,304,61,144
2241,18,101,304,396,223
2242,18,102,304,228,263
2243,18,103,304,396,301
2244,18,104,304,359,342
2245,18,105,304,167,380
2246,18,106,304,180,420
2247,18,107,304,144,458
2248,18,108,304,281,498
2249,18,109,304,99,538
2250,18,110,304,58,617
2251,19,1,305,310,144
2252,19,2,305,73,144
2253,19,3,305,257,183
2254,19,4,305,395,263
2255,19,5,305,182,301
2256,19,6,305,163,341
2257,19,7,305,396,420
2258,19,8,305,186,458
2259,19,9,305,355,538
2260,19,10,305,182,577
2261,19,11,305,63,616
2262,19,12,306,61,62
2263,19,13,306,166,103
2264,19,14,306,280,142
2265,19,15,306,291,180
2266,19,16,306,240,220
2267,19,17,306,120,260
2268,19,18,306,181,300
2269,19,19,306,195,338
2270,19,20,306,163,378
2271,19,21,306,224,456
2272,19,22,306,309,495
2273,19,23,306,61,534
2274,19,24,306,60,574
2275,19,25,306,60,612
2276,19,26,307,97,103
2277,19,27,307,61,142
2278,19,28,307,335,220
2279,19,29,307,314,260
2280,19,30,307,371,300
2281,19,31,307,238,340
2282,19,32,307,301,378
2283,19,33,307,285,417
2284,19,34,307,278,455
2285,19,35,307,167,497
2286,19,36,307,214,535
2287,19,37,307,132,574
2288,19,38,307,60,613
2289,19,39,308,395,103
2290,19,40,308,99,104
2291,19,41,308,173,143
2292,19,42,308,102,182
2293,19,43,308,361,260
2294,19,44,308,350,299
2295,19,45,308,250,339
2296,19,46,308,90,378
2297,19,47,308,63,415
2298,19,48,308,233,497
2299,19,49,308,61,536
2300,19,50,308,59,575
2301,19,51,308,63,616
2302,19,52,309,133,64
2303,19,53,309,266,105
2304,19,54,309,208,143
2305,19,55,309,221,184
2306,19,56,309,295,222
2307,19,57,309,160,222
2308,19,58,309,189,340
2309,19,59,309,397,417
2310,19,60,309,286,458
2311,19,61,309,218,497
2312,19,62,309,171,536
2313,19,63,309,230,576
2314,19,64,309,63,615
2315,19,65,310,280,101
2316,19,66,310,325,142
2317,19,67,310,311,182
2318,19,68,310,193,220
2319,19,69,310,190,259
2320,19,70,310,276,299
2321,19,71,310,305,340
2322,19,72,310,329,378
2323,19,73,310,62,416
2324,19,74,310,60,454
2325,19,75,310,255,574
2326,19,76,310,63,613
2327,19,77,311,397,107
2328,19,78,311,115,105
2329,19,79,311,107,145
2330,19,80,311,265,184
2331,19,81,311,276,223
2332,19,82,311,312,264
2333,19,83,311,320,303
2334,19,84,311,61,302
2335,19,85,311,172,341
2336,19,86,311,294,381
2337,19,87,311,303,420
2338,19,88,311,102,420
2339,19,89,311,286,460
2340,19,90,311,186,499
2341,19,91,311,397,540
2342,19,92,311,166,540
2343,19,93,311,149,577
2344,19,94,311,306,618
2345,19,95,311,59,617
2346,19,96,312,307,100
2347,19,97,312,193,138
2348,19,98,312,59,178
2349,20,1,312,372,301
2350,20,2,312,145,301
2351,20,3,312,328,340
2352,20,4,312,60,340
2353,20,5,312,216,380
2354,20,6,312,168,419
2355,20,7,312,249,458
2356,20,8,312,346,498
2357,20,9,312,134,498
2358,20,10,312,262,576
2359,20,11,312,80,577
2360,20,12,312,61,619
2361,20,13,313,200,67
2362,20,14,313,173,106
2363,20,15,313,135,145
2364,20,16,313,123,184
2365,20,17,313,286,223
2366,20,18,313,114,262
2367,20,19,313,343,302
2368,20,20,313,139,301
2369,20,21,313,154,341
2370,20,22,313,104,381
2371,20,23,313,281,419
2372,20,24,313,94,420
2373,20,25,313,260,459
2374,20,26,313,151,459
2375,20,27,313,356,499
2376,20,28,313,264,499
2377,20,29,313,101,499
2378,20,30,313,367,538
2379,20,31,313,253,538
2380,20,32,313,136,538
2381,20,33,313,364,578
2382,20,34,313,258,578
2383,20,35,313,114,578
2384,20,36,313,254,618
2385,20,37,313,61,616
2386,20,38,314,239,66
2387,20,39,314,186,145
2388,20,40,314,63,265
2389,20,41,314,258,301
2390,20,42,314,320,343
2391,20,43,314,135,341
2392,20,44,314,249,379
2393,20,45,314,289,419
2394,20,46,314,397,458
2395,20,47,314,345,536
2396,20,48,314,355,579
2397,20,49,314,193,579
2398,20,50,314,243,618
2399,20,51,314,59,619
2400,20,52,315,94,63
2401,20,53,315,112,142
2402,20,54,315,113,182
2403,20,55,315,95,221
2404,20,56,315,199,262
2405,20,57,315,223,299
2406,20,58,315,358,379
2407,20,59,315,396,418
2408,20,60,315,124,416
2409,20,61,315,265,495
2410,20,62,315,341,536
2411,20,63,315,59,575
2412,20,64,315,61,615
2413,20,65,316,101,67
2414,20,66,316,361,144
2415,20,67,316,152,144
2416,20,68,316,328,185
2417,20,69,316,169,222
2418,20,70,316,220,262
2419,20,71,316,261,380
2420,20,72,316,317,458
2421,20,73,316,195,498
2422,20,74,316,178,538
2423,20,75,316,128,577
2424,20,76,316,58,616
2425,20,77,317,172,104
2426,20,78,317,178,144
2427,20,79,317,336,184
2428,20,80,317,104,224
2429,20,81,317,199,302
2430,20,82,317,183,341
2431,20,83,317,301,380
2432,20,84,317,321,419
2433,20,85,317,335,457
2434,20,86,317,344,577
2435,20,87,317,59,615
2436,20,88,318,278,103
2437,20,89,318,214,142
2438,20,90,318,301,221
2439,20,91,318,318,261
2440,20,92,318,60,259
2441,20,93,318,226,300
2442,20,94,318,297,377
2443,20,95,318,83,377
2444,20,96,318,92,456
2445,20,97,318,88,573
2446,20,98,318,58,615
2447,20,99,319,343,105
2448,20,100,319,395,146
2449,20,101,319,124,144
2450,20,102,319,131,185
2451,20,103,319,244,225
2452,20,104,319,190,263
2453,20,105,319,244,302
2454,20,106,319,61,302
2455,20,107,319,221,342
2456,20,108,319,395,420
2457,20,109,319,369,459
2458,20,110,319,364,499
2459,20,111,319,355,538
2460,20,112,319,289,577
2461,20,113,319,61,615
2462,20,114,320,140,106
2463,20,115,320,130,146
2464,20,116,320,63,186
2465,20,117,320,278,264
2466,20,118,320,397,303
2467,20,119,320,167,303
2468,20,120,320,350,382
2469,20,121,320,396,461
2470,20,122,320,150,460
2471,20,123,320,136,540
2472,20,124,320,355,619
2473,20,125,320,62,618
2474,20,126,321,64,64
2475,20,127,321,329,144
2476,20,128,321,64,183
2477,20,129,321,64,222
2478,20,130,321,363,339
2479,20,131,321,123,378
2480,20,132,321,348,458
2481,20,133,321,219,496
2482,20,134,321,201,575
2483,20,135,321,61,613
2484,21,1,322,62,146
2485,21,2,322,338,223
2486,21,3,322,321,301
2487,21,4,322,254,341
2488,21,5,322,396,419
2489,21,6,322,397,458
2490,21,7,322,195,499
2491,21,8,322,150,538
2492,21,9,322,58,577
2493,21,10,322,59,616
2494,21,11,323,345,104
2495,21,12,323,61,105
2496,21,13,323,347,183
2497,21,14,323,148,183
2498,21,15,323,130,222
2499,21,16,323,176,263
2500,21,17,323,161,301
2501,21,18,323,398,380
2502,21,19,323,203,419
2503,21,20,323,332,458
2504,21,21,323,58,458
2505,21,22,323,322,537
2506,21,23,323,125,536
2507,21,24,323,61,614
2508,21,25,324,285,103
2509,21,26,324,231,143
2510,21,27,324,290,184
2511,21,28,324,394,262
2512,21,29,324,204,303
2513,21,30,324,182,379
2514,21,31,324,337,458
2515,21,32,324,285,497
2516,21,33,324,226,537
2517,21,34,324,187,576
2518,21,35,324,64,615
2519,21,36,325,322,146
2520,21,37,325,241,185
2521,21,38,325,253,225
2522,21,39,325,296,304
2523,21,40,325,157,342
2524,21,41,325,270,421
2525,21,42,325,59,461
2526,21,43,325,177,539
2527,21,44,325,61,617
2528,21,45,326,308,105
2529,21,46,326,164,143
2530,21,47,326,59,222
2531,21,48,326,338,303
2532,21,49,326,313,341
2533,21,50,326,333,380
2534,21,51,326,321,419
2535,21,52,326,284,459
2536,21,53,326,82,458
2537,21,54,326,142,499
2538,21,55,326,227,539
2539,21,56,326,62,577
2540,21,57,326,61,617
2541,21,58,327,398,106
2542,21,59,327,61,107
2543,21,60,327,121,146
2544,21,61,327,135,185
2545,21,62,327,199,225
2546,21,63,327,144,266
2547,21,64,327,126,304
2548,21,65,327,86,343
2549,21,66,327,320,422
2550,21,67,327,301,461
2551,21,68,327,333,501
2552,21,69,327,396,539
2553,21,70,327,126,539
2554,21,71,327,112,578
2555,21,72,327,59,617
2556,21,73,328,346,143
2557,21,74,328,334,222
2558,21,75,328,395,261
2559,21,76,328,194,300
2560,21,77,328,327,378
2561,21,78,328,63,418
2562,21,79,328,58,495
2563,21,80,328,276,576
2564,21,81,328,65,614
2565,21,82,329,205,103
2566,21,83,329,61,142
2567,21,84,329,397,261
2568,21,85,329,396,299
2569,21,86,329,59,299
2570,21,87,329,221,418
2571,21,88,329,132,456
2572,21,89,329,395,536
2573,21,90,329,61,613
2574,21,91,330,142,105
2575,21,92,330,60,143
2576,21,93,330,59,184
2577,21,94,330,197,262
2578,21,95,330,175,301
2579,21,96,330,63,340
2580,21,97,330,313,458
2581,21,98,330,139,498
2582,21,99,330,59,538
2583,21,100,330,133,577
2584,21,101,330,62,616
2585,21,102,331,336,102
2586,21,103,331,60,140
2587,21,104,331,94,219
2588,21,105,331,227,299
2589,21,106,331,321,337
2590,21,107,331,397,377
2591,21,108,331,277,415
2592,21,109,331,127,455
2593,21,110,331,121,495
2594,21,111,331,157,534
2595,21,112,331,67,572
2596,22,1,332,395,141
2597,22,2,332,145,219
2598,22,3,332,58,256
2599,22,4,332,271,337
2600,22,5,332,61,612
2601,22,6,333,363,102
2602,22,7,333,349,142
2603,22,8,333,299,183
2604,22,9,333,91,220
2605,22,10,333,131,259
2606,22,11,333,264,378
2607,22,12,333,144,415
2608,22,13,333,63,456
2609,22,14,333,109,534
2610,22,15,333,60,612
2611,22,16,334,395,104
2612,22,17,334,149,181
2613,22,18,334,179,340
2614,22,19,334,129,417
2615,22,20,334,263,457
2616,22,21,334,94,457
2617,22,22,334,351,536
2618,22,23,334,63,615
2619,22,24,335,395,101
2620,22,25,335,395,221
2621,22,26,335,334,300
2622,22,27,335,127,339
2623,22,28,335,203,457
2624,22,29,335,63,497
2625,22,30,335,61,614
2626,22,31,336,396,143
2627,22,32,336,61,142
2628,22,33,336,396,221
2629,22,34,336,243,300
2630,22,35,336,258,377
2631,22,36,336,250,496
2632,22,37,336,146,575
2633,22,38,336,59,614
2634,22,39,337,399,105
2635,22,40,337,353,261
2636,22,41,337,265,341
2637,22,42,337,199,381
2638,22,43,337,363,421
2639,22,44,337,188,459
2640,22,45,337,251,537
2641,22,46,337,57,614
2642,22,47,338,145,105
2643,22,48,338,394,185
2644,22,49,338,110,184
2645,22,50,338,58,222
2646,22,51,338,341,302
2647,22,52,338,108,379
2648,22,53,338,115,458
2649,22,54,338,321,577
2650,22,55,338,63,617
2651,22,56,339,124,107
2652,22,57,339,336,182
2653,22,58,339,289,262
2654,22,59,339,260,300
2655,22,60,339,295,379
2656,22,61,339,346,458
2657,22,62,339,61,498
2658,22,63,339,179,574
2659,22,64,339,63,616
2660,22,65,340,135,144
2661,22,66,340,61,182
2662,22,67,340,61,263
2663,22,68,340,121,300
2664,22,69,340,62,340
2665,22,70,340,130,419
2666,22,71,340,207,498
2667,22,72,340,57,617
2668,22,73,341,260,181
2669,22,74,341,309,219
2670,22,75,341,161,261
2671,22,76,341,105,299
2672,22,77,341,134,378
2673,22,78,341,59,574
2674,23,1,342,276,98
2675,23,2,342,397,138
2676,23,3,342,192,138
2677,23,4,342,348,177
2678,23,5,342,106,178
2679,23,6,342,88,218
2680,23,7,342,127,257
2681,23,8,342,212,296
2682,23,9,342,324,335
2683,23,10,342,161,335
2684,23,11,342,211,375
2685,23,12,342,293,415
2686,23,13,342,59,414
2687,23,14,342,167,532
2688,23,15,342,335,571
2689,23,16,342,104,571
2690,23,17,342,63,611
2691,23,18,343,273,101
2692,23,19,343,118,143
2693,23,20,343,59,183
2694,23,21,343,216,260
2695,23,22,343,397,299
2696,23,23,343,170,339
2697,23,24,343,343,455
2698,23,25,343,395,496
2699,23,26,343,207,495
2700,23,27,343,62,614
2701,23,28,344,257,102
2702,23,29,344,315,144
2703,23,30,344,108,144
2704,23,31,344,270,183
2705,23,32,344,189,222
2706,23,33,344,320,340
2707,23,34,344,395,379
2708,23,35,344,395,419
2709,23,36,344,169,419
2710,23,37,344,130,459
2711,23,38,344,109,497
2712,23,39,344,275,537
2713,23,40,344,60,537
2714,23,41,344,333,614
2715,23,42,344,59,614
2716,23,43,345,162,64
2717,23,44,345,148,142
2718,23,45,345,174,182
2719,23,46,345,225,220
2720,23,47,345,257,260
2721,23,48,345,396,299
2722,23,49,345,111,299
2723,23,50,345,396,377
2724,23,51,345,307,418
2725,23,52,345,351,457
2726,23,53,345,353,496
2727,23,54,345,169,495
2728,23,55,345,289,536
2729,23,56,345,397,575
2730,23,57,345,133,574
2731,23,58,345,245,614
2732,23,59,345,60,614
2733,23,60,346,60,64
2734,23,61,346,125,103
2735,23,62,346,396,180
2736,23,63,346,307,222
2737,23,64,346,346,259
2738,23,65,346,115,260
2739,23,66,346,60,300
2740,23,67,346,201,339
2741,23,68,346,188,378
2742,23,69,346,291,417
2743,23,70,346,244,456
2744,23,71,346,264,536
2745,23,72,346,294,576
2746,23,73,346,61,575
2747,23,74,346,59,614
2748,23,75,347,338,105
2749,23,76,347,313,145
2750,23,77,347,272,183
2751,23,78,347,226,222
2752,23,79,347,289,261
2753,23,80,347,204,303
2754,23,81,347,325,342
2755,23,82,347,309,381
2756,23,83,347,191,419
2757,23,84,347,205,458
2758,23,85,347,300,498
2759,23,86,347,336,537
2760,23,87,347,99,536
2761,23,88,347,287,617
2762,23,89,347,59,616
2763,23,90,348,158,63
2764,23,91,348,59,143
2765,23,92,348,111,181
2766,23,93,348,265,220
2767,23,94,348,397,259
2768,23,95,348,119,261
2769,23,96,348,117,299
2770,23,97,348,181,339
2771,23,98,348,330,377
2772,23,99,348,339,417
2773,23,100,348,60,457
2774,23,101,348,396,535
2775,23,102,348,87,536
2776,23,103,348,336,614
2777,23,104,348,63,615
2778,23,105,349,91,61
2779,23,106,349,96,101
2780,23,107,349,155,140
2781,23,108,349,320,179
2782,23,109,349,141,218
2783,23,110,349,59,258
2784,23,111,349,86,296
2785,23,112,349,197,337
2786,23,113,349,287,376
2787,23,114,349,287,416
2788,23,115,349,276,454
2789,23,116,349,217,493
2790,23,117,349,333,572
2791,23,118,349,62,570
2792,24,1,350,396,142
2793,24,2,350,235,223
2794,24,3,350,397,300
2795,24,4,350,309,378
2796,24,5,350,298,420
2797,24,6,350,335,496
2798,24,7,350,396,537
2799,24,8,350,343,575
2800,24,9,350,397,616
2801,24,10,350,59,615
2802,24,11,351,234,147
2803,24,12,351,88,185
2804,24,13,351,255,264
2805,24,14,351,59,304
2806,24,15,351,181,384
2807,24,16,351,395,461
2808,24,17,351,58,461
2809,24,18,351,112,500
2810,24,19,351,96,579
2811,24,20,351,62,618
2812,24,21,352,183,185
2813,24,22,352,248,301
2814,24,23,352,356,382
2815,24,24,352,318,419
2816,24,25,352,277,458
2817,24,26,352,94,536
2818,24,27,352,58,614
2819,24,28,353,289,146
2820,24,29,353,335,224
2821,24,30,353,58,264
2822,24,31,353,61,618
2823,24,32,354,61,102
2824,24,33,354,398,337
2825,24,34,354,226,378
2826,24,35,354,223,575
2827,24,36,354,58,614
2828,24,37,355,60,104
2829,24,38,355,236,182
2830,24,39,355,61,261
2831,24,40,355,112,377
2832,24,41,355,118,457
2833,24,42,355,173,496
2834,24,43,355,59,614
2835,24,44,356,60,67
2836,24,45,356,222,182
2837,24,46,356,135,222
2838,24,47,356,229,301
2839,24,48,356,167,339
2840,24,49,356,278,379
2841,24,50,356,86,418
2842,24,51,356,91,498
2843,24,52,356,397,576
2844,24,53,356,59,615
2845,24,54,357,285,147
2846,24,55,357,63,303
2847,24,56,357,334,383
2848,24,57,357,199,422
2849,24,58,357,64,618
2850,24,59,358,202,144
2851,24,60,358,225,262
2852,24,61,358,61,614
2853,24,62,359,221,222
2854,24,63,359,99,341
2855,24,64,359,60,420
2856,25,1,359,397,577
2857,25,2,359,59,616
2858,25,3,360,265,145
2859,25,4,360,353,222
2860,25,5,360,240,262
2861,25,6,360,61,303
2862,25,7,360,59,380
2863,25,8,360,97,460
2864,25,9,360,346,538
2865,25,10,360,85,579
2866,25,11,360,63,618
2867,25,12,361,62,65
2868,25,13,361,396,141
2869,25,14,361,61,143
2870,25,15,361,269,221
2871,25,16,361,178,261
2872,25,17,361,210,339
2873,25,18,361,62,418
2874,25,19,361,59,496
2875,25,20,361,62,615
2876,25,21,362,395,145
2877,25,22,362,294,184
2878,25,23,362,314,223
2879,25,24,362,299,263
2880,25,25,362,356,302
2881,25,26,362,287,342
2882,25,27,362,174,382
2883,25,28,362,283,419
2884,25,29,362,189,460
2885,25,30,362,141,498
2886,25,31,362,344,577
2887,25,32,362,63,617
2888,25,33,363,395,105
2889,25,34,363,228,146
2890,25,35,363,152,182
2891,25,36,363,61,224
2892,25,37,363,145,301
2893,25,38,363,117,341
2894,25,39,363,132,381
2895,25,40,363,195,459
2896,25,41,363,126,499
2897,25,42,363,103,577
2898,25,43,363,60,616
2899,25,44,364,213,105
2900,25,45,364,396,184
2901,25,46,364,197,183
2902,25,47,364,93,223
2903,25,48,364,274,301
2904,25,49,364,180,341
2905,25,50,364,121,380
2906,25,51,364,223,419
2907,25,52,364,261,457
2908,25,53,364,286,537
2909,25,54,364,187,577
2910,25,55,364,62,617
2911,25,56,365,188,64
2912,25,57,365,108,105
2913,25,58,365,253,182
2914,25,59,365,293,262
2915,25,60,365,102,302
2916,25,61,365,357,379
2917,25,62,365,226,418
2918,25,63,365,396,498
2919,25,64,365,118,496
2920,25,65,365,360,575
2921,25,66,365,140,576
2922,25,67,365,61,616
2923,25,68,366,328,140
2924,25,69,366,317,180
2925,25,70,366,297,260
2926,25,71,366,309,298
2927,25,72,366,257,337
2928,25,73,366,153,377
2929,25,74,366,282,455
2930,25,75,366,179,494
2931,25,76,366,209,534
2932,25,77,366,64,574
2933,26,1,367,361,101
2934,26,2,367,188,101
2935,26,3,367,308,141
2936,26,4,367,273,181
2937,26,5,367,259,219
2938,26,6,367,301,258
2939,26,7,367,364,299
2940,26,8,367,87,298
2941,26,9,367,264,338
2942,26,10,367,337,378
2943,26,11,367,183,377
2944,26,12,367,327,416
2945,26,13,367,327,456
2946,26,14,367,81,456
2947,26,15,367,134,495
2948,26,16,367,217,535
2949,26,17,367,398,575
2950,26,18,367,398,614
2951,26,19,367,62,613
2952,26,20,368,212,66
2953,26,21,368,149,107
2954,26,22,368,207,145
2955,26,23,368,396,183
2956,26,24,368,398,222
2957,26,25,368,206,223
2958,26,26,368,346,262
2959,26,27,368,398,301
2960,26,28,368,397,341
2961,26,29,368,397,379
2962,26,30,368,209,381
2963,26,31,368,305,420
2964,26,32,368,62,419
2965,26,33,368,163,459
2966,26,34,368,260,499
2967,26,35,368,255,537
2968,26,36,368,343,577
2969,26,37,368,161,577
2970,26,38,368,265,617
2971,26,39,368,57,618
2972,26,40,369,171,65
2973,26,41,369,120,103
2974,26,42,369,258,143
2975,26,43,369,400,182
2976,26,44,369,347,221
2977,26,45,369,399,260
2978,26,46,369,240,261
2979,26,47,369,61,262
2980,26,48,369,282,300
2981,26,49,369,160,379
2982,26,50,369,298,417
2983,26,51,369,313,456
2984,26,52,369,351,496
2985,26,53,369,123,496
2986,26,54,369,307,536
2987,26,55,369,177,537
2988,26,56,369,399,575
2989,26,57,369,207,576
2990,26,58,369,61,576
2991,26,59,369,213,615
2992,26,60,369,64,615
2993,26,61,370,61,66
2994,26,62,370,214,103
2995,26,63,370,396,182
2996,26,64,370,255,183
2997,26,65,370,396,223
2998,26,66,370,249,222
2999,26,67,370,276,260
3000,26,68,370,62,261
3001,26,69,370,247,300
3002,26,70,370,395,340
3003,26,71,370,108,340
3004,26,72,370,261,378
3005,26,73,370,88,379
3006,26,74,370,189,418
3007,26,75,370,339,458
3008,26,76,370,141,458
3009,26,77,370,295,497
3010,26,78,370,125,497
3011,26,79,370,281,537
3012,26,80,370,100,537
3013,26,81,370,276,575
3014,26,82,370,333,615
3015,26,83,370,59,616
3016,26,84,371,193,63
3017,26,85,371,356,104
3018,26,86,371,144,105
3019,26,87,371,349,144
3020,26,88,371,180,143
3021,26,89,371,356,182
3022,26,90,371,199,183
3023,26,91,371,397,222
3024,26,92,371,206,222
3025,26,93,371,323,260
3026,26,94,371,148,262
3027,26,95,371,348,300
3028,26,96,371,169,300
3029,26,97,371,321,340
3030,26,98,371,148,341
3031,26,99,371,329,379
3032,26,100,371,201,380
3033,26,101,371,83,379
3034,26,102,371,213,419
3035,26,103,371,288,458
3036,26,104,371,101,458
3037,26,105,371,283,497
3038,26,106,371,59,497
3039,26,107,371,281,536
3040,26,108,371,139,537
3041,26,109,371,131,576
3042,26,110,371,336,616
3043,26,111,371,62,618
3044,26,112,372,184,67
3045,26,113,372,329,104
3046,26,114,372,169,106
3047,26,115,372,396,144
3048,26,116,372,82,145
3049,26,117,372,278,184
3050,26,118,372,285,224
3051,26,119,372,396,263
3052,26,120,372,245,262
3053,26,121,372,293,302
3054,26,122,372,101,302
3055,26,123,372,314,342
3056,26,124,372,106,342
3057,26,125,372,324,381
3058,26,126,372,176,380
3059,26,127,372,163,421
3060,26,128,372,313,459
3061,26,129,372,59,461
3062,26,130,372,211,499
3063,26,131,372,61,498
3064,26,132,372,170,537
3065,26,133,372,397,577
3066,26,134,372,273,577
3067,26,135,372,398,618
3068,26,136,372,61,616
3069,26,137,373,247,65
3070,26,138,373,114,66
3071,26,139,373,59,106
3072,26,140,373,230,143
3073,26,141,373,73,144
3074,26,142,373,204,182
3075,26,143,373,59,185
3076,26,144,373,266,221
3077,26,145,373,271,262
3078,26,146,373,63,265
3079,26,147,373,284,301
3080,26,148,373,64,302
3081,26,149,373,177,341
3082,26,150,373,397,381
3083,26,151,373,222,380
3084,26,152,373,310,419
3085,26,153,373,101,420
3086,26,154,373,86,458
3087,26,155,373,138,498
3088,26,156,373,203,538
3089,26,157,373,347,577
3090,26,158,373,281,617
3091,26,159,373,62,616
3092,26,160,374,243,64
3093,26,161,374,395,104
3094,26,162,374,239,104
3095,26,163,374,87,105
3096,26,164,374,60,144
3097,26,165,374,235,183
3098,26,166,374,198,222
3099,26,167,374,254,262
3100,26,168,374,59,262
3101,26,169,374,227,300
3102,26,170,374,61,302
3103,26,171,374,271,341
3104,26,172,374,152,341
3105,26,173,374,235,379
3106,26,174,374,343,420
3107,26,175,374,150,419
3108,26,176,374,293,459
3109,26,177,374,103,459
3110,26,178,374,321,497
3111,26,179,374,172,498
3112,26,180,374,174,539
3113,26,181,374,263,577
3114,26,182,374,60,577
3115,26,183,374,59,616
3116,26,184,375,180,66
3117,26,185,375,324,105
3118,26,186,375,316,143
3119,26,187,375,310,184
3120,26,188,375,114,185
3121,26,189,375,61,224
3122,26,190,375,131,263
3123,26,191,375,286,301
3124,26,192,375,101,303
3125,26,193,375,309,341
3126,26,194,375,102,342
3127,26,195,375,329,381
3128,26,196,375,178,381
3129,26,197,375,220,420
3130,26,198,375,397,458
3131,26,199,375,174,459
3132,26,200,375,268,498
3133,26,201,375,349,538
3134,26,202,375,116,537
3135,26,203,375,266,578
3136,26,204,375,108,579
3137,26,205,375,274,617
3138,26,206,375,61,617
3139,26,207,376,193,60
3140,26,208,376,313,100
3141,26,209,376,147,101
3142,26,210,376,330,138
3143,26,211,376,108,139
3144,26,212,376,285,177
3145,26,213,376,309,218
3146,26,214,376,119,218
3147,26,215,376,175,257
3148,26,216,376,278,296
3149,26,217,376,96,297
3150,26,218,376,296,336
3151,26,219,376,152,335
3152,26,220,376,350,376
3153,26,221,376,121,376
3154,26,222,376,308,415
3155,26,223,376,63,414
3156,26,224,376,225,454
3157,26,225,376,336,493
3158,26,226,376,117,493
3159,26,227,376,60,572
3160,27,1,377,141,103
3161,27,2,377,335,142
3162,27,3,377,282,181
3163,27,4,377,247,221
3164,27,5,377,202,261
3165,27,6,377,304,300
3166,27,7,377,114,339
3167,27,8,377,346,417
3168,27,9,377,136,417
3169,27,10,377,231,497
3170,27,11,377,272,536
3171,27,12,377,397,615
3172,27,13,377,65,615
3173,27,14,378,261,102
3174,27,15,378,395,180
3175,27,16,378,61,221
3176,27,17,378,346,298
3177,27,18,378,327,377
3178,27,19,378,397,494
3179,27,20,378,305,534
3180,27,21,378,221,573
3181,27,22,378,59,613
3182,27,23,379,305,103
3183,27,24,379,301,183
3184,27,25,379,84,222
3185,27,26,379,167,260
3186,27,27,379,177,300
3187,27,28,379,126,339
3188,27,29,379,182,379
3189,27,30,379,253,417
3190,27,31,379,62,418
3191,27,32,379,339,496
3192,27,33,379,237,536
3193,27,34,379,60,574
3194,27,35,379,62,616
3195,27,36,380,195,103
3196,27,37,380,60,141
3197,27,38,380,395,219
3198,27,39,380,272,260
3199,27,40,380,158,377
3200,27,41,380,85,416
3201,27,42,380,323,495
3202,27,43,380,341,534
3203,27,44,380,62,613
3204,27,45,381,223,104
3205,27,46,381,316,185
3206,27,47,381,188,223
3207,27,48,381,60,263
3208,27,49,381,126,341
3209,27,50,381,103,380
3210,27,51,381,318,459
3211,27,52,381,190,499
3212,27,53,381,276,537
3213,27,54,381,212,576
3214,27,55,381,62,617
3215,27,56,382,131,103
3216,27,57,382,118,145
3217,27,58,382,154,182
3218,27,59,382,396,260
3219,27,60,382,62,338
3220,27,61,382,218,457
3221,27,62,382,169,535
3222,27,63,382,62,614
3223,27,64,383,81,103
3224,27,65,383,302,182
3225,27,66,383,198,221
3226,27,67,383,147,260
3227,27,68,383,62,299
3228,27,69,383,398,378
3229,27,70,383,60,378
3230,27,71,383,117,417
3231,27,72,383,111,457
3232,27,73,383,88,496
3233,27,74,383,144,534
3234,27,75,383,164,574
3235,27,76,383,62,613
3236,27,77,384,209,61
3237,27,78,384,224,101
3238,27,79,384,321,138
3239,27,80,384,299,181
3240,27,81,384,127,219
3241,27,82,384,217,297
3242,27,83,384,164,336
3243,27,84,384,397,415
3244,27,85,384,82,416
3245,27,86,384,247,494
3246,27,87,384,352,573
3247,27,88,384,62,612
3248,27,89,385,60,60
3249,27,90,385,309,138
3250,27,91,385,396,217
3251,27,92,385,165,257
3252,27,93,385,61,297
3253,28,1,385,353,417
3254,28,2,385,151,416
3255,28,3,385,92,457
3256,28,4,385,300,575
3257,28,5,385,64,614
3258,28,6,386,218,104
3259,28,7,386,62,184
3260,28,8,386,62,262
3261,28,9,386,62,340
3262,28,10,386,101,419
3263,28,11,386,398,496
3264,28,12,386,397,575
3265,28,13,386,60,616
3266,28,14,387,320,103
3267,28,15,387,363,260
3268,28,16,387,289,299
3269,28,17,387,288,340
3270,28,18,387,359,418
3271,28,19,387,396,535
3272,28,20,387,61,574
3273,28,21,387,63,614
3274,28,22,388,337,105
3275,28,23,388,297,223
3276,28,24,388,173,262
3277,28,25,388,156,380
