number,surah_id,no_ayah,page_id,x,y
1128,7,174,173,339,340
1129,7,175,173,131,379
1130,7,176,173,202,536
1131,7,177,173,143,575
1132,7,178,173,64,614
1133,7,179,174,89,144
1134,7,180,174,243,223
1135,7,181,174,312,263
1136,7,182,174,271,303
1137,7,183,174,87,302
1138,7,184,174,61,340
1139,7,185,174,300,459
1140,7,186,174,254,499
1141,7,187,174,60,617
1142,7,188,175,173,144
1143,7,189,175,61,264
1144,7,190,175,293,341
1145,7,191,175,397,380
1146,7,192,175,61,380
1147,7,193,175,290,460
1148,7,194,175,336,537
1149,7,195,175,59,616
1150,7,196,176,397,104
1151,7,197,176,256,145
1152,7,198,176,143,184
1153,7,199,176,160,224
1154,7,200,176,83,264
1155,7,201,176,282,341
1156,7,202,176,318,381
1157,7,203,176,191,459
1158,7,204,176,131,498
1159,7,205,176,184,578
1160,7,206,176,59,616
1161,8,1,177,340,224
1162,8,2,177,322,301
1163,8,3,177,343,341
1164,8,4,177,189,382
1165,8,5,177,63,421
1166,8,6,177,308,500
1167,8,7,177,60,577
1168,8,8,177,61,617
1169,8,9,178,234,102
1170,8,10,178,318,182
1171,8,11,178,395,300
1172,8,12,178,139,378
1173,8,13,178,291,456
1174,8,14,178,305,495
1175,8,15,178,167,535
1176,8,16,178,61,614
1177,8,17,179,259,144
1178,8,18,179,319,184
1179,8,19,179,65,263
1180,8,20,179,293,341
1181,8,21,179,326,378
1182,8,22,179,276,419
1183,8,23,179,161,458
1184,8,24,179,322,576
1185,8,25,179,62,615
1186,8,26,180,175,144
1187,8,27,180,396,220
1188,8,28,180,266,262
1189,8,29,180,145,340
1190,8,30,180,156,419
1191,8,31,180,256,496
1192,8,32,180,262,577
1193,8,33,180,59,616
1194,8,34,181,195,145
1195,8,35,181,236,224
1196,8,36,181,306,340
1197,8,37,181,146,419
1198,8,38,181,186,499
1199,8,39,181,133,579
1200,8,40,181,59,617
1201,8,41,182,79,183
1202,8,42,182,298,381
1203,8,43,182,86,459
1204,8,44,182,299,578
1205,8,45,182,59,616
1206,8,46,183,119,103
1207,8,47,183,108,183
1208,8,48,183,110,339
1209,8,49,183,87,418
1210,8,50,183,109,496
1211,8,51,183,63,535
1212,8,52,183,60,614
1213,8,53,184,134,101
1214,8,54,184,61,181
1215,8,55,184,397,258
1216,8,56,184,261,299
1217,8,57,184,195,339
1218,8,58,184,397,416
1219,8,59,184,397,455
1220,8,60,184,174,573
1221,8,61,184,62,613
1222,8,62,185,245,104
1223,8,63,185,199,184
1224,8,64,185,191,223
1225,8,65,185,139,341
1226,8,66,185,156,460
1227,8,67,185,132,538
1228,8,68,185,112,577
1229,8,69,185,65,616
1230,8,70,186,281,143
1231,8,71,186,123,183
1232,8,72,186,113,380
1233,8,73,186,245,457
1234,8,74,186,190,534
1235,8,75,186,59,615
1236,9,1,187,62,111
1237,9,2,187,201,189
1238,9,3,187,397,346
1239,9,4,187,240,426
1240,9,5,187,110,543
1241,9,6,187,60,622
1242,9,7,188,61,145
1243,9,8,188,334,260
1244,9,9,188,130,301
1245,9,10,188,86,339
1246,9,11,188,94,419
1247,9,12,188,320,537
1248,9,13,188,58,616
1249,9,14,189,163,105
1250,9,15,189,60,145
1251,9,16,189,266,262
1252,9,17,189,191,341
1253,9,18,189,328,460
1254,9,19,189,396,576
1255,9,20,189,60,616
1256,9,21,190,318,106
1257,9,22,190,349,145
1258,9,23,190,102,223
1259,9,24,190,136,420
1260,9,25,190,142,537
1261,9,26,190,59,615
1262,9,27,191,303,102
1263,9,28,191,175,221
1264,9,29,191,283,379
1265,9,30,191,179,496
1266,9,31,191,61,616
1267,9,32,192,184,102
1268,9,33,192,170,181
1269,9,34,192,161,339
1270,9,35,192,301,457
1271,9,36,192,59,613
1272,9,37,193,397,222
1273,9,38,193,209,341
1274,9,39,193,157,419
1275,9,40,193,62,617
1276,9,41,194,394,140
1277,9,42,194,243,257
1278,9,43,194,397,334
1279,9,44,194,63,376
1280,9,45,194,93,454
1281,9,46,194,161,534
1282,9,47,194,60,613
1283,9,48,195,112,103
1284,9,49,195,153,182
1285,9,50,195,84,261
1286,9,51,195,208,339
1287,9,52,195,309,458
1288,9,53,195,95,496
1289,9,54,195,58,614
1290,9,55,196,395,144
1291,9,56,196,308,185
1292,9,57,196,209,223
1293,9,58,196,300,301
1294,9,59,196,284,381
1295,9,60,196,200,499
1296,9,61,196,58,616
1297,9,62,197,181,105
1298,9,63,197,229,184
1299,9,64,197,172,263
1300,9,65,197,201,342
1301,9,66,197,225,420
1302,9,67,197,189,538
1303,9,68,197,63,616
1304,9,69,198,138,224
1305,9,70,198,261,380
1306,9,71,198,397,537
1307,9,72,198,63,616
1308,9,73,199,186,103
1309,9,74,199,281,301
1310,9,75,199,397,377
1311,9,76,199,323,418
1312,9,77,199,64,455
1313,9,78,199,297,535
1314,9,79,199,61,615
1315,9,80,200,203,143
1316,9,81,200,294,262
1317,9,82,200,237,300
1318,9,83,200,315,418
1319,9,84,200,396,496
1320,9,85,200,85,536
1321,9,86,200,62,615
1322,9,87,201,309,102
1323,9,88,201,235,182
1324,9,89,201,63,221
1325,9,90,201,365,336
1326,9,91,201,59,415
1327,9,92,201,199,532
1328,9,93,201,59,612
1329,9,94,202,170,184
1330,9,95,202,307,302
1331,9,96,202,395,378
1332,9,97,202,97,420
1333,9,98,202,92,498
1334,9,99,202,62,617
1335,9,100,203,261,184
1336,9,101,203,353,301
1337,9,102,203,394,379
1338,9,103,203,145,419
1339,9,104,203,250,496
1340,9,105,203,226,577
1341,9,106,203,62,615
1342,9,107,204,313,181
1343,9,108,204,185,261
1344,9,109,204,273,377
1345,9,110,204,393,454
1346,9,111,204,61,616
1347,9,112,205,268,180
1348,9,113,205,86,260
1349,9,114,205,313,378
1350,9,115,205,355,455
1351,9,116,205,62,495
1352,9,117,205,61,613
1353,9,118,206,338,183
1354,9,119,206,310,223
1355,9,120,206,397,458
1356,9,121,206,328,538
1357,9,122,206,60,613
1358,9,123,207,398,141
1359,9,124,207,292,221
1360,9,125,207,90,257
1361,9,126,207,110,337
1362,9,127,207,298,454
1363,9,128,207,275,535
1364,9,129,207,62,573
1365,10,1,208,172,101
1366,10,2,208,266,221
1367,10,3,208,317,337
1368,10,4,208,197,456
1369,10,5,208,304,574
1370,10,6,208,64,613
1371,10,7,209,156,105
1372,10,8,209,220,144
1373,10,9,209,233,223
1374,10,10,209,266,302
1375,10,11,209,170,380
1376,10,12,209,191,497
1377,10,13,209,133,576
1378,10,14,209,58,616
1379,10,15,210,82,181
1380,10,16,210,63,260
1381,10,17,210,207,337
1382,10,18,210,83,457
1383,10,19,210,397,575
1384,10,20,210,61,615
1385,10,21,211,394,141
1386,10,22,211,315,299
1387,10,23,211,61,376
1388,10,24,211,126,573
1389,10,25,211,63,614
1390,10,26,212,104,105
1391,10,27,212,142,224
1392,10,28,212,126,302
1393,10,29,212,60,343
1394,10,30,212,171,421
1395,10,31,212,201,538
1396,10,32,212,101,578
1397,10,33,212,60,618
1398,10,34,213,218,101
1399,10,35,213,59,181
1400,10,36,213,251,260
1401,10,37,213,224,337
1402,10,38,213,395,416
1403,10,39,213,59,456
1404,10,40,213,320,535
1405,10,41,213,121,575
1406,10,42,213,58,612
1407,10,43,214,396,100
1408,10,44,214,341,140
1409,10,45,214,335,220
1410,10,46,214,116,261
1411,10,47,214,325,338
1412,10,48,214,398,377
1413,10,49,214,58,417
1414,10,50,214,334,495
1415,10,51,214,323,535
1416,10,52,214,172,574
1417,10,53,214,59,615
1418,10,54,215,318,141
1419,10,55,215,153,181
1420,10,56,215,291,222
1421,10,57,215,398,298
1422,10,58,215,325,338
1423,10,59,215,318,417
1424,10,60,215,320,496
1425,10,61,215,60,614
1426,10,62,216,59,64
1427,10,63,216,164,104
1428,10,64,216,206,182
1429,10,65,216,137,222
1430,10,66,216,229,342
1431,10,67,216,231,420
1432,10,68,216,309,539
1433,10,69,216,306,578
1434,10,70,216,58,615
1435,10,71,217,255,183
1436,10,72,217,56,222
1437,10,73,217,391,338
1438,10,74,217,321,418
1439,10,75,217,56,457
1440,10,76,217,56,499
1441,10,77,217,319,575
1442,10,78,217,53,616
1443,10,79,218,154,64
1444,10,80,218,153,102
1445,10,81,218,285,181
1446,10,82,218,319,220
1447,10,83,218,195,300
1448,10,84,218,64,339
1449,10,85,218,396,418
1450,10,86,218,171,418
1451,10,87,218,138,496
1452,10,88,218,57,614
1453,10,89,219,291,107
1454,10,90,219,276,225
1455,10,91,219,300,266
1456,10,92,219,397,343
1457,10,93,219,153,422
1458,10,94,219,62,499
1459,10,95,219,396,579
1460,10,96,219,63,579
1461,10,97,219,60,617
1462,10,98,220,275,146
1463,10,99,220,398,224
1464,10,100,220,247,262
1465,10,101,220,396,341
1466,10,102,220,138,380
1467,10,103,220,59,419
1468,10,104,220,239,537
1469,10,105,220,243,576
1470,10,106,220,60,615
1471,10,107,221,274,138
1472,10,108,221,138,219
1473,10,109,221,62,258
1474,11,1,221,59,376
1475,11,2,221,151,418
1476,11,3,221,367,536
1477,11,4,221,116,535
1478,11,5,221,59,613
1479,11,6,222,90,105
1480,11,7,222,244,262
1481,11,8,222,397,381
1482,11,9,222,287,420
1483,11,10,222,397,497
1484,11,11,222,261,537
1485,11,12,222,58,616
1486,11,13,223,62,102
1487,11,14,223,187,181
1488,11,15,223,317,260
1489,11,16,223,62,299
1490,11,17,223,92,457
1491,11,18,223,205,574
1492,11,19,223,61,613
1493,11,20,224,212,144
1494,11,21,224,139,182
1495,11,22,224,228,223
1496,11,23,224,289,300
1497,11,24,224,395,379
1498,11,25,224,59,379
1499,11,26,224,62,418
1500,11,27,224,62,536
1501,11,28,224,61,614
1502,11,29,225,343,145
1503,11,30,225,301,184
1504,11,31,225,282,303
1505,11,32,225,113,341
1506,11,33,225,122,380
1507,11,34,225,176,461
1508,11,35,225,397,538
1509,11,36,225,197,577
1510,11,37,225,60,618
1511,11,38,226,395,142
1512,11,39,226,357,183
1513,11,40,226,168,261
1514,11,41,226,396,339
1515,11,42,226,60,380
1516,11,43,226,330,499
1517,11,44,226,266,577
1518,11,45,226,59,617
1519,11,46,227,395,143
1520,11,47,227,129,186
1521,11,48,227,97,261
1522,11,49,227,58,342
1523,11,50,227,189,420
1524,11,51,227,61,459
1525,11,52,227,313,578
1526,11,53,227,62,618
1527,11,54,228,177,103
1528,11,55,228,259,144
1529,11,56,228,395,222
1530,11,57,228,394,301
1531,11,58,228,230,340
1532,11,59,228,116,380
1533,11,60,228,283,457
1534,11,61,228,397,576
1535,11,62,228,61,615
1536,11,63,229,316,143
1537,11,64,229,316,221
1538,11,65,229,149,261
1539,11,66,229,136,340
1540,11,67,229,62,380
1541,11,68,229,325,457
1542,11,69,229,118,496
1543,11,70,229,162,576
1544,11,71,229,61,614
1545,11,72,230,304,101
1546,11,73,230,120,141
1547,11,74,230,60,180
1548,11,75,230,232,220
1549,11,76,230,86,261
1550,11,77,230,321,338
1551,11,78,230,58,416
1552,11,79,230,399,494
1553,11,80,230,93,496
1554,11,81,230,61,615
1555,11,82,231,204,106
1556,11,83,231,214,144
1557,11,84,231,113,263
1558,11,85,231,108,342
1559,11,86,231,335,419
1560,11,87,231,250,497
1561,11,88,231,57,617
1562,11,89,232,352,143
1563,11,90,232,314,183
1564,11,91,232,310,260
1565,11,92,232,340,340
1566,11,93,232,203,418
1567,11,94,232,62,496
1568,11,95,232,59,535
1569,11,96,232,130,575
1570,11,97,232,57,616
1571,11,98,233,338,104
1572,11,99,233,303,144
1573,11,100,233,258,183
1574,11,101,233,60,262
1575,11,102,233,320,339
1576,11,103,233,62,381
1577,11,104,233,198,419
1578,11,105,233,196,457
1579,11,106,233,243,498
1580,11,107,233,60,536
1581,11,108,233,61,614
1582,11,109,234,397,144
1583,11,110,234,396,223
1584,11,111,234,353,262
1585,11,112,234,247,301
1586,11,113,234,308,379
1587,11,114,234,316,459
1588,11,115,234,397,499
1589,11,116,234,84,577
1590,11,117,234,59,614
1591,11,118,235,395,102
1592,11,119,235,128,143
1593,11,120,235,200,223
1594,11,121,235,211,261
1595,11,122,235,400,299
1596,11,123,235,65,340
1597,12,1,235,167,460
1598,12,2,235,242,499
1599,12,3,235,308,579
1600,12,4,235,58,618
1601,12,5,236,182,108
1602,12,6,236,204,223
1603,12,7,236,229,263
1604,12,8,236,62,304
1605,12,9,236,173,381
1606,12,10,236,243,461
1607,12,11,236,241,500
1608,12,12,236,287,539
1609,12,13,236,132,577
1610,12,14,236,63,616
1611,12,15,237,105,105
1612,12,16,237,229,145
1613,12,17,237,199,224
1614,12,18,237,165,302
1615,12,19,237,187,380
1616,12,20,237,98,419
1617,12,21,237,153,576
1618,12,22,237,63,615
1619,12,23,238,233,143
1620,12,24,238,122,222
1621,12,25,238,363,339
1622,12,26,238,334,416
1623,12,27,238,305,455
1624,12,28,238,168,496
1625,12,29,238,397,575
1626,12,30,238,62,614
1627,12,31,239,322,181
1628,12,32,239,267,260
1629,12,33,239,397,339
1630,12,34,239,349,379
1631,12,35,239,338,417
1632,12,36,239,324,535
1633,12,37,239,61,611
1634,12,38,240,119,143
1635,12,39,240,397,220
1636,12,40,240,261,339
1637,12,41,240,92,418
1638,12,42,240,394,536
1639,12,43,240,61,613
1640,12,44,241,60,64
1641,12,45,241,329,142
1642,12,46,241,83,224
1643,12,47,241,289,300
1644,12,48,241,180,339
1645,12,49,241,173,379
1646,12,50,241,58,457
1647,12,51,241,91,578
1648,12,52,241,62,615
1649,12,53,242,267,104
1650,12,54,242,59,145
1651,12,55,242,106,184
1652,12,56,242,106,265
1653,12,57,242,103,304
1654,12,58,242,395,382
1655,12,59,242,145,420
1656,12,60,242,170,459
1657,12,61,242,315,499
1658,12,62,242,397,579
1659,12,63,242,61,617
1660,12,64,243,134,105
1661,12,65,243,95,224
1662,12,66,243,294,342
1663,12,67,243,299,459
1664,12,68,243,319,577
1665,12,69,243,61,618
1666,12,70,244,100,105
1667,12,71,244,206,142
1668,12,72,244,143,183
1669,12,73,244,398,262
1670,12,74,244,147,261
1671,12,75,244,395,341
1672,12,76,244,211,457
1673,12,77,244,337,575
1674,12,78,244,60,614
1675,12,79,245,298,101
1676,12,80,245,396,260
1677,12,81,245,396,338
1678,12,82,245,305,378
1679,12,83,245,278,456
1680,12,84,245,398,535
1681,12,85,245,214,575
1682,12,86,245,61,614
1683,12,87,246,295,142
1684,12,88,246,397,261
1685,12,89,246,321,300
1686,12,90,246,180,381
1687,12,91,246,145,419
1688,12,92,246,396,498
1689,12,93,246,136,537
1690,12,94,246,330,615
1691,12,95,246,59,615
1692,12,96,247,94,105
1693,12,97,247,136,147
1694,12,98,247,94,185
1695,12,99,247,267,264
1696,12,100,247,106,422
1697,12,101,247,152,539
1698,12,102,247,319,619
1699,12,103,247,57,619
1700,12,104,248,396,105
1701,12,105,248,255,144
1702,12,106,248,296,183
1703,12,107,248,79,222
1704,12,108,248,149,302
1705,12,109,248,61,418
1706,12,110,248,324,538
1707,12,111,248,62,615
1708,13,1,249,212,182
1709,13,2,249,281,299
1710,13,3,249,142,378
1711,13,4,249,137,497
1712,13,5,249,59,614
1713,13,6,250,229,140
1714,13,7,250,363,220
1715,13,8,250,140,259
1716,13,9,250,196,298
1717,13,10,250,340,377
1718,13,11,250,252,494
1719,13,12,250,189,534
1720,13,13,250,60,614
1721,13,14,251,320,142
1722,13,15,251,193,184
1723,13,16,251,90,342
1724,13,17,251,342,535
1725,13,18,251,58,617
1726,13,19,252,307,104
1727,13,20,252,396,143
1728,13,21,252,249,184
1729,13,22,252,169,261
1730,13,23,252,301,340
1731,13,24,252,57,338
1732,13,25,252,242,457
1733,13,26,252,369,536
1734,13,27,252,137,575
1735,13,28,252,64,614
1736,13,29,253,60,63
1737,13,30,253,134,183
1738,13,31,253,212,379
1739,13,32,253,351,458
1740,13,33,253,172,576
1741,13,34,253,64,615
1742,13,35,254,281,146
1743,13,36,254,396,264
1744,13,37,254,110,301
1745,13,38,254,62,379
1746,13,39,254,100,418
1747,13,40,254,273,498
1748,13,41,254,336,576
1749,13,42,254,58,616
1750,13,43,255,102,102
1751,14,1,255,66,263
1752,14,2,255,195,345
1753,14,3,255,94,422
1754,14,4,255,322,540
1755,14,5,255,64,618
1756,14,6,256,177,179
1757,14,7,256,339,257
1758,14,8,256,156,295
1759,14,9,256,61,452
1760,14,10,256,60,612
1761,14,11,257,398,185
1762,14,12,257,397,264
1763,14,13,257,311,342
1764,14,14,257,133,383
1765,14,15,257,222,420
1766,14,16,257,289,460
1767,14,17,257,299,539
1768,14,18,257,60,617
1769,14,19,258,223,105
1770,14,20,258,394,145
1771,14,21,258,170,261
1772,14,22,258,360,498
1773,14,23,258,324,576
1774,14,24,258,57,614
1775,14,25,259,204,105
1776,14,26,259,358,185
1777,14,27,259,340,262
1778,14,28,259,231,301
1779,14,29,259,342,342
1780,14,30,259,177,380
1781,14,31,259,142,459
1782,14,32,259,141,577
1783,14,33,259,63,619
1784,14,34,260,154,101
1785,14,35,260,339,183
1786,14,36,260,85,220
1787,14,37,260,399,378
1788,14,38,260,173,417
1789,14,39,260,353,495
1790,14,40,260,305,534
1791,14,41,260,272,574
1792,14,42,260,58,613
1793,14,43,261,290,105
1794,14,44,261,267,222
1795,14,45,261,335,300
1796,14,46,261,95,340
1797,14,47,261,337,419
1798,14,48,261,225,458
1799,14,49,261,248,498
1800,14,50,261,285,537
1801,14,51,261,243,574
1802,14,52,261,60,615
1803,15,1,262,118,142
1804,15,2,262,160,183
1805,15,3,262,134,221
1806,15,4,262,167,260
1807,15,5,262,253,300
1808,15,6,262,246,338
1809,15,7,262,300,377
1810,15,8,262,320,415
1811,15,9,262,58,417
1812,15,10,262,129,456
1813,15,11,262,155,496
1814,15,12,262,278,534
1815,15,13,262,398,574
1816,15,14,262,58,575
1817,15,15,262,59,615
1818,15,16,263,61,63
1819,15,17,263,190,101
1820,15,18,263,256,141
1821,15,19,263,150,181
1822,15,20,263,175,220
1823,15,21,263,121,258
1824,15,22,263,323,337
1825,15,23,263,60,338
1826,15,24,263,398,415
1827,15,25,263,133,416
1828,15,26,263,175,456
1829,15,27,263,279,495
1830,15,28,263,220,535
1831,15,29,263,212,574
1832,15,30,263,322,613
1833,15,31,263,61,614
1834,15,32,264,134,67
1835,15,33,264,56,108
1836,15,34,264,220,145
1837,15,35,264,362,184
1838,15,36,264,117,184
1839,15,37,264,311,223
1840,15,38,264,138,223
1841,15,39,264,398,299
1842,15,40,264,196,302
1843,15,41,264,322,342
1844,15,42,264,275,379
1845,15,43,264,60,382
1846,15,44,264,82,421
1847,15,45,264,231,459
1848,15,46,264,63,460
1849,15,47,264,398,539
1850,15,48,264,62,538
1851,15,49,264,158,580
1852,15,50,264,261,617
1853,15,51,264,61,619
1854,15,52,265,98,65
1855,15,53,265,191,103
1856,15,54,265,198,143
1857,15,55,265,229,183
1858,15,56,265,268,222
1859,15,57,265,398,262
1860,15,58,265,143,262
1861,15,59,265,236,301
1862,15,60,265,327,341
1863,15,61,265,89,340
1864,15,62,265,258,380
1865,15,63,265,324,418
1866,15,64,265,110,417
1867,15,65,265,230,497
1868,15,66,265,179,538
1869,15,67,265,304,576
1870,15,68,265,60,576
1871,15,69,265,249,615
1872,15,70,265,58,616
1873,15,71,266,212,65
1874,15,72,266,339,102
1875,15,73,266,149,104
1876,15,74,266,130,144
1877,15,75,266,280,183
1878,15,76,266,132,184
1879,15,77,266,296,222
1880,15,78,266,62,224
1881,15,79,266,189,262
1882,15,80,266,295,302
1883,15,81,266,397,340
1884,15,82,266,133,340
1885,15,83,266,270,380
1886,15,84,266,60,379
1887,15,85,266,139,458
1888,15,86,266,304,498
1889,15,87,266,290,537
1890,15,88,266,85,576
1891,15,89,266,263,616
1892,15,90,266,59,615
1893,15,91,267,185,60
1894,15,92,267,338,100
1895,15,93,267,208,99
1896,15,94,267,300,139
1897,15,95,267,103,139
1898,15,96,267,126,179
1899,15,97,267,197,219
1900,15,98,267,300,259
1901,15,99,267,60,259
1902,16,1,267,397,418
1903,16,2,267,98,458
1904,16,3,267,102,497
1905,16,4,267,125,536
1906,16,5,267,397,614
1907,16,6,267,58,616
1908,16,7,268,157,106
1909,16,8,268,59,147
1910,16,9,268,318,223
1911,16,10,268,144,264
1912,16,11,268,396,381
1913,16,12,268,319,458
1914,16,13,268,62,500
1915,16,14,268,57,618
1916,16,15,269,273,106
1917,16,16,269,398,145
1918,16,17,269,86,143
1919,16,18,269,61,182
1920,16,19,269,167,222
1921,16,20,269,106,261
1922,16,21,269,152,301
1923,16,22,269,308,380
1924,16,23,269,159,420
1925,16,24,269,116,460
1926,16,25,269,221,537
1927,16,26,269,61,615
1928,16,27,270,205,144
1929,16,28,270,204,224
1930,16,29,270,108,263
1931,16,30,270,397,381
1932,16,31,270,59,421
1933,16,32,270,196,497
1934,16,33,270,61,577
1935,16,34,270,58,617
1936,16,35,271,398,184
1937,16,36,271,190,301
1938,16,37,271,61,341
1939,16,38,271,60,420
1940,16,39,271,259,497
1941,16,40,271,311,537
1942,16,41,271,335,616
1943,16,42,271,62,617
1944,16,43,272,257,104
1945,16,44,272,61,143
1946,16,45,272,130,222
1947,16,46,272,224,263
1948,16,47,272,263,301
1949,16,48,272,396,380
1950,16,49,272,221,420
1951,16,50,272,257,458
1952,16,51,272,163,497
1953,16,52,272,125,537
1954,16,53,272,102,575
1955,16,54,272,59,616
1956,16,55,273,120,65
1957,16,56,273,346,144
1958,16,57,273,396,184
1959,16,58,273,59,184
1960,16,59,273,159,261
1961,16,60,273,397,341
1962,16,61,273,259,419
1963,16,62,273,277,497
1964,16,63,273,321,577
1965,16,64,273,60,615
1966,16,65,274,253,104
1967,16,66,274,396,183
1968,16,67,274,198,222
1969,16,68,274,79,261
1970,16,69,274,334,380
1971,16,70,274,60,418
1972,16,71,274,291,535
1973,16,72,274,58,614
1974,16,73,275,200,102
1975,16,74,275,215,142
1976,16,75,275,236,260
1977,16,76,275,142,380
1978,16,77,275,60,455
1979,16,78,275,319,573
1980,16,79,275,60,616
1981,16,80,276,396,183
1982,16,81,276,221,300
1983,16,82,276,305,340
1984,16,83,276,244,380
1985,16,84,276,399,457
1986,16,85,276,321,498
1987,16,86,276,133,575
1988,16,87,276,58,612
1989,16,88,277,163,105
1990,16,89,277,125,224
1991,16,90,277,396,342
1992,16,91,277,241,421
1993,16,92,277,396,579
1994,16,93,277,57,617
1995,16,94,278,307,144
1996,16,95,278,122,185
1997,16,96,278,183,263
1998,16,97,278,59,341
1999,16,98,278,398,419
2000,16,99,278,314,459
2001,16,100,278,283,498
2002,16,101,278,311,577
2003,16,102,278,63,618
2004,16,103,279,397,145
2005,16,104,279,273,184
2006,16,105,279,60,223
2007,16,106,279,396,379
2008,16,107,279,396,458
2009,16,108,279,117,498
2010,16,109,279,146,538
2011,16,110,279,61,617
2012,16,111,280,170,105
2013,16,112,280,140,224
2014,16,113,280,399,301
2015,16,114,280,135,341
2016,16,115,280,346,459
2017,16,116,280,130,537
2018,16,117,280,293,578
2019,16,118,280,59,617
2020,16,119,281,79,101
2021,16,120,281,397,180
2022,16,121,281,397,220
2023,16,122,281,397,257
2024,16,123,281,281,298
2025,16,124,281,250,376
2026,16,125,281,397,495
2027,16,126,281,194,535
2028,16,127,281,397,612
2029,16,128,281,59,612
2030,17,1,282,272,224
2031,17,2,282,60,261
2032,17,3,282,60,300
2033,17,4,282,216,379
2034,17,5,282,183,458
2035,17,6,282,396,536
2036,17,7,282,62,616
2037,17,8,283,343,103
2038,17,9,283,61,140
2039,17,10,283,60,181
2040,17,11,283,61,220
2041,17,12,283,89,338
2042,17,13,283,308,418
2043,17,14,283,397,458
2044,17,15,283,353,538
2045,17,16,283,205,576
2046,17,17,283,59,613
2047,17,18,284,124,104
2048,17,19,284,283,183
2049,17,20,284,148,223
2050,17,21,284,343,302
2051,17,22,284,395,342
2052,17,23,284,149,419
2053,17,24,284,345,499
2054,17,25,284,190,537
2055,17,26,284,136,574
2056,17,27,284,59,615
2057,17,28,285,347,104
2058,17,29,285,187,144
2059,17,30,285,113,183
2060,17,31,285,321,261
2061,17,32,285,344,301
2062,17,33,285,247,379
2063,17,34,285,349,459
2064,17,35,285,251,497
2065,17,36,285,58,537
2066,17,37,285,317,615
2067,17,38,285,58,617
2068,17,39,286,181,105
2069,17,40,286,61,145
2070,17,41,286,60,183
2071,17,42,286,398,265
2072,17,43,286,170,264
2073,17,44,286,125,343
2074,17,45,286,345,423
2075,17,46,286,59,458
2076,17,47,286,101,538
2077,17,48,286,60,576
2078,17,49,286,59,617
2079,17,50,287,226,61
2080,17,51,287,331,182
2081,17,52,287,281,223
2082,17,53,287,353,301
2083,17,54,287,146,340
2084,17,55,287,234,418
2085,17,56,287,101,457
2086,17,57,287,339,577
2087,17,58,287,58,614
2088,17,59,288,333,143
2089,17,60,288,61,220
2090,17,61,288,212,300
2091,17,62,288,289,380
2092,17,63,288,223,419
2093,17,64,288,347,538
2094,17,65,288,288,577
2095,17,66,288,60,614
2096,17,67,289,120,104
2097,17,68,289,257,185
2098,17,69,289,190,263
2099,17,70,289,120,342
2100,17,71,289,142,419
2101,17,72,289,83,459
2102,17,73,289,160,536
2103,17,74,289,183,576
2104,17,75,289,59,615
2105,17,76,290,194,105
2106,17,77,290,97,143
2107,17,78,290,185,222
2108,17,79,290,58,260
2109,17,80,290,184,340
2110,17,81,290,223,379
2111,17,82,290,58,419
2112,17,83,290,303,496
2113,17,84,290,264,537
2114,17,85,290,167,577
2115,17,86,290,58,614
2116,17,87,291,78,63
2117,17,88,291,62,141
2118,17,89,291,272,222
2119,17,90,291,257,260
2120,17,91,291,157,299
2121,17,92,291,356,378
2122,17,93,291,159,457
2123,17,94,291,350,536
2124,17,95,291,165,574
2125,17,96,291,59,614
2126,17,97,292,62,142
2127,17,98,292,169,223
2128,17,99,292,58,301
2129,17,100,292,205,379
2130,17,101,292,197,459
2131,17,102,292,282,537
2132,17,103,292,229,575
2133,17,104,292,59,614
2134,17,105,293,57,65
2135,17,106,293,58,103
2136,17,107,293,219,184
2137,17,108,293,274,223
2138,17,109,293,338,263
2139,17,110,293,299,342
2140,17,111,293,60,379
2141,18,1,293,394,541
2142,18,2,293,58,580
2143,18,3,293,290,620
2144,18,4,293,55,620
2145,18,5,294,202,99
2146,18,6,294,90,139
2147,18,7,294,396,217
2148,18,8,294,140,217
2149,18,9,294,63,255
2150,18,10,294,196,335
2151,18,11,294,210,375
2152,18,12,294,198,414
2153,18,13,294,63,453
2154,18,14,294,63,529
2155,18,15,294,59,606
2156,18,16,295,396,144
2157,18,17,295,182,262
2158,18,18,295,209,380
2159,18,19,295,324,575
2160,18,20,295,61,615
2161,18,21,296,177,181
2162,18,22,296,171,340
2163,18,23,296,272,379
2164,18,24,296,396,459
2165,18,25,296,397,497
2166,18,26,296,271,576
2167,18,27,296,57,615
2168,18,28,297,327,182
2169,18,29,297,220,301
2170,18,30,297,104,339
2171,18,31,297,125,458
2172,18,32,297,239,536
2173,18,33,297,182,577
2174,18,34,297,62,615
2175,18,35,298,371,101
2176,18,36,298,290,143
2177,18,37,298,59,180
2178,18,38,298,153,218
2179,18,39,298,326,299
2180,18,40,298,111,337
2181,18,41,298,176,376
2182,18,42,298,126,454
2183,18,43,298,137,494
2184,18,44,298,202,535
2185,18,45,298,61,613
2186,18,46,299,208,101
2187,18,47,299,118,142
2188,18,48,299,271,220
2189,18,49,299,232,338
2190,18,50,299,264,453
2191,18,51,299,396,535
2192,18,52,299,158,573
2193,18,53,299,64,613
2194,18,54,300,218,102
2195,18,55,300,200,181
2196,18,56,300,60,259
2197,18,57,300,367,418
2198,18,58,300,352,497
2199,18,59,300,277,537
2200,18,60,300,169,574
2201,18,61,300,60,615
2202,18,62,301,327,101
