surah_number,surah_name,ayah_number,word,word_plain,meaning
2,البقرة,216,وَٱللَّهُ يَعۡلَمُ,وٱلله يعلم,ما هو خيرٌ لكم.
2,البقرة,217,يَسۡـَٔلُونَكَ,يسـلونك,يَسْألك المُشْركون.
2,البقرة,217,قِتَالٖ فِيهِ,قتال فيه,هل يَحِلُّ القِتالُ فيه؟
2,البقرة,217,وَصَدٌّ,وصد,ومَنْعٌ.
2,البقرة,217,وَكُفۡرُۢ بِهِۦ,وكفر به,وكُفْرٌ باللهِ.
2,البقرة,217,وَٱلۡمَسۡجِدِ ٱلۡحَرَامِ,وٱلمسجد ٱلحرام,وصَدٌّ عن المسجدِ الحرامِ كذلك.
2,البقرة,217,وَٱلۡفِتۡنَةُ,وٱلفتنة,الشِّرْكُ.
2,البقرة,217,أَكۡبَرُ مِنَ ٱلۡقَتۡلِ,أكبر من ٱلقتل,أعظمُ من القَتْلِ في الشهرِ الحرَامِ.
2,البقرة,217,حَبِطَتۡ,حبطت,بَطَلَتْ، وفَسَدَتْ.
2,البقرة,219,وَٱلۡمَيۡسِرِ,وٱلميسر,القِمارِ.
2,البقرة,219,إِثۡمٞ,إثم,أضرارٌ، ومفاسدُ.
2,البقرة,219,وَمَنَٰفِعُ,ومنفع,مِنْ جهةِ كَسْبِ المالِ واللَّذَّةِ وغيرِهما، وهذا قبلَ التحريمِ.
2,البقرة,219,ٱلۡعَفۡوَ,ٱلعفو,الفَضْلَ الزائدَ على الحاجةِ.
2,البقرة,220,إِصۡلَاحٞ لَّهُمۡ,إصلاح لهم,مُخالَطَتُهم على وجهِ الإصلاحِ لأموالِهم.
2,البقرة,220,لَأَعۡنَتَكُمۡ,لأعنتكم,لَأَوقَعكُم فيما فيه الحَرَجُ والمَشَقَّةُ بتحريمِ مخالطَتِهم.
2,البقرة,220,حَكِيمٞ,حكيم,يتَصَرَّفُ في مُلْكِه بما تَقْتضيه حِكْمَتُه.
2,البقرة,221,ٱلۡمُشۡرِكَٰتِ,ٱلمشركت,الوثنيَّاتِ.
2,البقرة,221,وَلَأَمَةٞ,ولأمة,المملوكةُ الرقيقةُ.
2,البقرة,221,أُوْلَٰٓئِكَ,أولئك,المشركون رجالاً ونساءً.
2,البقرة,221,إِلَى ٱلنَّارِ,إلى ٱلنار,إلى الأعمالِ المُوجبةِ للنارِ.
2,البقرة,221,بِإِذۡنِهِۦ,بإذنه,بأمرهِ، وتوفيقِه.
2,البقرة,222,فَٱعۡتَزِلُواْ,فٱعتزلوا,اجتنِبُوا الجِماعَ، لا المجالسةَ، أو الملامسةَ.
2,البقرة,222,وَلَا تَقۡرَبُوهُنَّ,ولا تقربوهن,ولا تجامِعُوهُنَّ.
2,البقرة,222,يَطۡهُرۡنَ,يطهرن,ينقطِعَ دَمُهُن.
2,البقرة,222,تَطَهَّرۡنَ,تطهرن,اغتسَلْن.
2,البقرة,222,فَأۡتُوهُنَّ مِنۡ حَيۡثُ أَمَرَكُمُ ٱللَّهُ,فأتوهن من حيث أمركم ٱلله,فجامِعُوهن في الموضعِ الذي أحلَّه اللهُ، وهو القُبُلُ.
2,البقرة,223,حَرۡثٞ لَّكُمۡ,حرث لكم,موضعُ زَرْعٍ لنُطَفِكم.
2,البقرة,223,أَنَّىٰ شِئۡتُمۡ,أنى شئتم,من أيِّ جهةٍ شِئْتم، في موضع الحَرْثِ.
2,البقرة,223,وَقَدِّمُواْ لِأَنفُسِكُمۡ,وقدموا لأنفسكم,من التقرُّبِ إلى اللهِ بفعلِ الخيراتِ.
2,البقرة,224,عُرۡضَةٗ لِّأَيۡمَٰنِكُمۡ,عرضة لأيمنكم,مانعاً لكم، وحاجزاً من البِرّ، وفِعْلِ الخيرِ. فإذا دُعِيتم إلى فِعْلِه قُلْتم: إنَّكم أَقْسَمْتُم ألَّا تفعلُوه، فالحالِفُ يُمْكِنُه أن يفعلَ البِرَّ، ثم يُكَفِّرَ.
2,البقرة,224,أَن تَبَرُّواْ,أن تبروا,مانعاً من بِرِّكم، وإصلاحِكم.
2,البقرة,225,بِٱللَّغۡوِ,بٱللغو,هو اليمينُ بغير إرادةٍ لها وقَصْدٍ.
2,البقرة,225,كَسَبَتۡ قُلُوبُكُمۡ,كسبت قلوبكم,قَصَدَتْه قُلوبُكم.
2,البقرة,226,يُؤۡلُونَ,يؤلون,يَحْلِفُون ألَّا يُجامِعُوا نساءَهم أكثرَ من أربعةِ أشهرٍ.
2,البقرة,226,تَرَبُّصُ أَرۡبَعَةِ أَشۡهُرٖ,تربص أربعة أشهر,عليهم انتظارُ أربعةِ أشهرٍ.
2,البقرة,226,فَآءُو,فاءو,رَجَعُوا قبلَ انقضاءِ الأشهرِ الأربعةِ.
2,البقرة,226,غَفُورٞ,غفور,لا يُؤاخِذُهم بتلك اليمينِ.
2,البقرة,227,عَزَمُواْ ٱلطَّلَٰقَ,عزموا ٱلطلق,وَقَعَ العَزْمُ منهم على الطَّلاقِ باستمرارِهم في اليمينِ.
2,البقرة,228,يَتَرَبَّصۡنَ,يتربصن,ينتَظِرْن دُونَ نكاحٍ بعدَ الطَّلاقِ.
2,البقرة,228,ثَلَٰثَةَ قُرُوٓءٖ,ثلثة قروء,ثلاثةَ أوقاتٍ من الطُّهر؛ للتأكدِ من فراغِ الرَّحِم.
2,البقرة,228,يَكۡتُمۡنَ,يكتمن,يُخْفِينَ الحَمْلَ، أو الحيضَ.
2,البقرة,228,وَبُعُولَتُهُنَّ,وبعولتهن,هم أزواجُ المطلَّقاتِ.
2,البقرة,228,أَحَقُّ بِرَدِّهِنَّ,أحق بردهن,أحقُّ بمُراجَعَتِهِنَّ في العِدَّةِ.
2,البقرة,228,دَرَجَةٞ,درجة,منزلةٌ زائدةٌ من القِوامةِ على البيتِ، والإنفاقِ، والزيادةِ في الميراث، وغيرِ ذلك.
2,البقرة,229,ٱلطَّلَٰقُ مَرَّتَانِ,ٱلطلق مرتان,أي: الذي تحصُلُ به الرَّجْعَةُ، وهو مرة بعدَ مرة.
2,البقرة,229,بِمَعۡرُوفٍ,بمعروف,حُسْنِ العِشْرةِ بعدَ مراجَعَتِها.
2,البقرة,229,تَسۡرِيحُۢ بِإِحۡسَٰنٖ,تسريح بإحسن,تَخْلِيةُ سبيلِها، مع أداءِ حُقوقِها.
2,البقرة,229,شَيۡـًٔا,شيـا,ممَّا أَعْطَيْتُموهُنَّ من المَهْر ونحوِه على وجهِ المُضارَّةِ.
2,البقرة,229,إِلَّآ أَن يَخَافَآ,إلا أن يخافا,يخافَ الزوجان ألَّا يقوما بالحقوقِ الزوجيَّةِ، وهي المُخالَعَةُ بالمعروفِ.
2,البقرة,229,فَإِنۡ خِفۡتُمۡ,فإن خفتم,أي: الأولياءُ، أو المتوسِّطون بين الزوجَيْن.
2,البقرة,229,فِيمَا ٱفۡتَدَتۡ,فيما ٱفتدت,فيما تدفَعُه المرأةُ للزوجِ مقابلَ الطلاقِ، وهو الخُلْعُ.
2,البقرة,229,فَلَا تَعۡتَدُوهَا,فلا تعتدوها,فلا تَتَجاوَزُوها.
2,البقرة,230,فَإِن طَلَّقَهَا,فإن طلقها,أي: الطَّلْقَةَ الثالثةَ.
2,البقرة,230,تَنكِحَ,تنكح,بزَواجٍ صَحيحٍ وجِماعٍ.
2,البقرة,230,فَإِن طَلَّقَهَا,فإن طلقها,أي: الزوجُ الثاني.
2,البقرة,230,فَلَا جُنَاحَ عَلَيۡهِمَآ,فلا جناح عليهما,أي: على الزوجِ الأولِ والمرأةِ.
2,البقرة,230,أَن يَتَرَاجَعَآ,أن يتراجعا,أن يتزوَّجا بعَقْدٍ جديدٍ، ومَهْرٍ جديدٍ.
2,البقرة,231,فَبَلَغۡنَ أَجَلَهُنَّ,فبلغن أجلهن,فقارَبْنَ انقضاءَ العِدَّةِ.
2,البقرة,231,فَأَمۡسِكُوهُنَّ,فأمسكوهن,فراجِعُوهُنَّ.
2,البقرة,231,بِمَعۡرُوفٍ,بمعروف,مِنْ غيرِ قَصْدٍ لضِرارٍ.
2,البقرة,231,سَرِّحُوهُنَّ,سرحوهن,اترُكُوهُنَّ، حتى تنقضِيَ العِدَّةُ.
2,البقرة,231,وَلَا تُمۡسِكُوهُنَّ ضِرَارٗا,ولا تمسكوهن ضرارا,لا تَكُنْ مُراجَعَتُهن بقَصْدِ الاعتداءِ والظلمِ لهن.
2,البقرة,231,هُزُوٗا,هزوا,لَعِباً بها بالتجرُّؤِ عليها.
2,البقرة,231,وَٱلۡحِكۡمَةِ,وٱلحكمة,السُّنَّةِ.
2,البقرة,232,وَإِذَا طَلَّقۡتُمُ,وإذا طلقتم,خطابٌ لأولياءِ المطلقةِ دونَ الثلاثِ، إذا خَرَجَتْ من العِدَّةِ، وأرادَتْ زوجَها بنِكاحٍ جديدٍ.
2,البقرة,232,فَبَلَغۡنَ أَجَلَهُنَّ,فبلغن أجلهن,انتهَتْ عِدَّتُهن من غيرِ مراجعَةٍ لهنَّ.
2,البقرة,232,فَلَا تَعۡضُلُوهُنَّ,فلا تعضلوهن,فلا يجوزُ لوَلِيِّها أن يَمْنَعَها من التزوُّجِ بعَقْدٍ جديدٍ.
2,البقرة,232,ذَٰلِكُمۡ,ذلكم,تمكينُ الأزواجِ من نكاحِ زوجاتِهِم.
2,البقرة,232,أَزۡكَىٰ,أزكى,أكثرُ نماءً وأنفعُ.
2,البقرة,233,حَوۡلَيۡنِ,حولين,سنتَيْنِ.
2,البقرة,233,وَعَلَى ٱلۡمَوۡلُودِ لَهُۥ,وعلى ٱلمولود له,هو الأبُ.
2,البقرة,233,رِزۡقُهُنَّ,رزقهن,رِزْقُ المُرضِعاتِ المُطَلَّقاتِ.
2,البقرة,233,وُسۡعَهَا,وسعها,قَدْرَ طاقَتِها.
2,البقرة,233,لَا تُضَآرَّ وَٰلِدَةُۢ بِوَلَدِهَا,لا تضار ولدة بولدها,لا يَحِلُّ للوالدَين أن يَجْعلوا المولودَ وسيلةً للمُضارَّةِ بينهما.
2,البقرة,233,وَعَلَى ٱلۡوَارِثِ مِثۡلُ ذَٰلِكَ,وعلى ٱلوارث مثل ذلك,أي: عند مَوْتِ الوالدِ، وَجَبَ على وارثِه مثلُ ما يجبُ على الوالدِ، مِنَ النفقةِ، والكِسْوةِ.
2,البقرة,233,أَرَادَا,أرادا,الوالدان.
2,البقرة,233,فِصَالًا,فصالا,فِطامَ المولودِ عن الرَّضاعةِ قبل السنتَين.
2,البقرة,233,تَسۡتَرۡضِعُوٓاْ,تسترضعوا,تَطْلُبُوا إرضاعَ المولودِ من مُرْضِعَةٍ أخرى.
2,البقرة,233,إِذَا سَلَّمۡتُم,إذا سلمتم,سَلَّم الوالدُ للأمِّ حَقَّها، أَوْ سَلَّمَ للمُرْضِعَةِ أَجْرَها.
2,البقرة,234,يَتَرَبَّصۡنَ,يتربصن,ينتظِرْنَ في منزلِ الزوجِ.
2,البقرة,234,بَلَغۡنَ أَجَلَهُنَّ,بلغن أجلهن,انقضَتِ المدةُ المذكورةُ.
2,البقرة,234,فِيمَا فَعَلۡنَ,فيما فعلن,مِنَ الخروجِ، والتَّزيُّنِ، والتعرُّضِ للخُطَّابِ.
2,البقرة,235,وَلَا جُنَاحَ,ولا جناح,ولا إثمَ.
2,البقرة,235,عَرَّضۡتُم بِهِۦ مِنۡ خِطۡبَةِ ٱلنِّسَآءِ,عرضتم به من خطبة ٱلنساء,لَمَّحْتُم مِنْ طَلَبِ الزواج مِنَ المُتوفَّى عنهن أزواجُهُنَّ، أو المطلقاتِ طلاقاً بائناً، في أثناءِ العِدَّةِ.
2,البقرة,235,أَكۡنَنتُمۡ,أكننتم,أَضْمَرْتُم من نيةِ الزواجِ بهنَّ بعد انتهاءِ عِدَّتِهن.
2,البقرة,235,لَا تُوَاعِدُوهُنَّ سِرًّا,لا تواعدوهن سرا,على النِّكاح.
2,البقرة,235,قَوۡلٗا مَّعۡرُوفٗا,قولا معروفا,أي: يُفْهَمُ منه أنَّ مِثْلَها يُرْغَبُ فيها.
2,البقرة,235,حَتَّىٰ يَبۡلُغَ ٱلۡكِتَٰبُ أَجَلَهُۥ,حتى يبلغ ٱلكتب أجله,حتى تنقضِيَ عِدَّتُها.
2,البقرة,236,لَا جُنَاحَ,لا جناح,لا إثمَ. والمرادُ به التَّبِعَةُ من المهرِ ونحوِه.
2,البقرة,236,إِن طَلَّقۡتُمُ,إن طلقتم,قبلَ المسيسِ، وفَرْضِ المَهْرِ.
2,البقرة,236,أَوۡ تَفۡرِضُواْ لَهُنَّ,أو تفرضوا لهن,قبلَ أن تُحَدِّدوا مَهْراً لهنَّ.
2,البقرة,236,وَمَتِّعُوهُنَّ,ومتعوهن,أي: بشيءٍ ينتفِعْنَ به؛ جَبْراً لهن.
2,البقرة,236,عَلَى ٱلۡمُوسِعِ قَدَرُهُۥ,على ٱلموسع قدره,على المُطَلِّق الغنيِّ قَدْرُ سَعَةِ رزقِه.
2,البقرة,236,ٱلۡمُقۡتِرِ,ٱلمقتر,المُطَلِّقِ الفقيرِ.
2,البقرة,236,قَدَرُهُۥ,قدره,قَدْرُ ما يَمْلِكُه.
2,البقرة,236,حَقًّا عَلَى ٱلۡمُحۡسِنِينَ,حقا على ٱلمحسنين,أي: حَقّاً ثابتاً على الذين يُحْسِنون إلى المُطَلَّقاتِ.
2,البقرة,237,وَإِن طَلَّقۡتُمُوهُنَّ,وإن طلقتموهن,بعد العَقْدِ.
2,البقرة,237,تَمَسُّوهُنَّ,تمسوهن,تُجامِعُوهن.
2,البقرة,237,فَرَضۡتُمۡ لَهُنَّ فَرِيضَةٗ,فرضتم لهن فريضة,التَزمْتُم لهنَّ بمَهْرٍ معينٍ.
2,البقرة,237,إِلَّآ أَن يَعۡفُونَ,إلا أن يعفون,إلا أن يَتَسامَحَ المُطَلَّقاتُ، فيترُكْنَ نصفَ المَهْرِ المستحَقِّ لهنَّ.
2,البقرة,237,أَوۡ يَعۡفُوَاْ ٱلَّذِي,أو يعفوا ٱلذي,أو يتسامَحَ الزوجُ، فيتركَ للمطلقةِ المهرَ كلَّه.
2,البقرة,237,ٱلۡفَضۡلَ,ٱلفضل,الإحسانَ، والتسامحَ في الحقوقِ.
2,البقرة,238,حَٰفِظُواْ,حفظوا,واظِبُوا.
2,البقرة,238,وَٱلصَّلَوٰةِ ٱلۡوُسۡطَىٰ,وٱلصلوة ٱلوسطى,هي صلاةُ العَصْرِ.
2,البقرة,238,قَٰنِتِينَ,قنتين,خاشِعين ذلِيلِين.
2,البقرة,239,فَرِجَالًا,فرجالا,ماشِين.
2,البقرة,239,رُكۡبَانٗا,ركبانا,راكبين.
2,البقرة,239,فَٱذۡكُرُواْ ٱللَّهَ,فٱذكروا ٱلله,أقيمُوا صلاتَكم كما أُمِرْتُمْ.
2,البقرة,240,مَتَٰعًا,متعا,يُمَتَّعْنَ بالسُّكنى والنفقةِ في منزلِ الزوجِ، وذلك قبلَ النَّسْخِ.
2,البقرة,240,إِلَى ٱلۡحَوۡلِ,إلى ٱلحول,إلى سنةٍ كاملةٍ.
2,البقرة,240,غَيۡرَ إِخۡرَاجٖ,غير إخراج,لا يُخْرِجُهُنَّ الوَرَثَةُ.
2,البقرة,240,فَإِنۡ خَرَجۡنَ,فإن خرجن,باختيارِهنَّ قبلَ الحَوْلِ.
2,البقرة,240,فَلَا جُنَاحَ,فلا جناح,فلا إثمَ.
2,البقرة,240,مِن مَّعۡرُوفٖ,من معروف,من أمورٍ مُباحَةٍ.
2,البقرة,241,مَتَٰعُۢ,متع,من كِسوةٍ ونفقةٍ.
2,البقرة,245,يُقۡرِضُ,يقرض,يُنْفِقُ في سبيلِ اللهِ.
2,البقرة,245,يَقۡبِضُ,يقبض,يُضَيِّقُ في الرِّزقِ.
2,البقرة,245,وَيَبۡصُۜطُ,ويبصط,ويُوَسِّعُ فيه.
2,البقرة,246,ٱلۡمَلَإِ,ٱلملإ,الأشرافِ.
2,البقرة,246,هَلۡ عَسَيۡتُمۡ إِن كُتِبَ عَلَيۡكُمُ ٱلۡقِتَالُ أَلَّا تُقَٰتِلُواْ,هل عسيتم إن كتب عليكم ٱلقتال ألا تقتلوا,هل الأمرُ كما أتَوَقَّعُه منكم، وهو الجُبْنُ عن القتالِ؟
2,البقرة,246,كُتِبَ,كتب,فُرِضَ.
2,البقرة,246,تَوَلَّوۡاْ,تولوا,فَرُّوا.
2,البقرة,247,أَنَّىٰ يَكُونُ لَهُ ٱلۡمُلۡكُ,أنى يكون له ٱلملك,كيف يكونُ له المُلْكُ، وهو لا يستحِقُّه؟
2,البقرة,247,ٱصۡطَفَىٰهُ,ٱصطفىه,اختارَه.
2,البقرة,247,بَسۡطَةٗ,بسطة,سَعَةً وقوةً.
2,البقرة,247,وَٰسِعٌ,وسع,واسعُ الفَضْلِ.
2,البقرة,248,ءَايَةَ,ءاية,علامةَ.
2,البقرة,248,ٱلتَّابُوتُ,ٱلتابوت,الصندوقُ الذي فيه التوراةُ، وكان الأعداءُ قد انتزَعُوه.
2,البقرة,248,سَكِينَةٞ,سكينة,طمأنينةٌ تُثَبِّتُ قلوبَ المُخْلِصين.
2,البقرة,248,وَبَقِيَّةٞ,وبقية,هي الألواحُ وعَصا موسى، وغيرُ ذلك.
2,البقرة,249,فَصَلَ,فصل,خَرَجَ.
2,البقرة,249,مُبۡتَلِيكُم,مبتليكم,مُخْتَبِركُم.
2,البقرة,249,فَلَيۡسَ مِنِّي,فليس مني,ليس من أهلِ ديني وطاعتي.
2,البقرة,249,لَمۡ يَطۡعَمۡهُ,لم يطعمه,لم يَشْرَبْه.
2,البقرة,249,ٱغۡتَرَفَ,ٱغترف,أَخَذَ منه قليلاً.
2,البقرة,249,جَاوَزَهُۥ هُوَ,جاوزه هو,عَبَرَ طالوتُ النهرَ.
2,البقرة,249,قَالُواْ,قالوا,قال الذين عَبَرُوا، وحَصَلَ معهم استضعافٌ لأنفسهم.
2,البقرة,249,لَا طَاقَةَ,لا طاقة,لا قُدْرَةَ.
2,البقرة,249,يَظُنُّونَ,يظنون,يَسْتيقِنون.
2,البقرة,250,وَلَمَّا بَرَزُواْ,ولما برزوا,ولمَّا صارُوا في مُتَّسَعٍ مِنَ الأرضِ.
2,البقرة,250,لِجَالُوتَ,لجالوت,قائدِ الجبابرةِ.
2,البقرة,251,وَٱلۡحِكۡمَةَ,وٱلحكمة,النبوَّةَ.
2,البقرة,251,وَلَوۡلَا دَفۡعُ ٱللَّهِ,ولولا دفع ٱلله,بأن يَدْفَعَ صالحُهم المفسدين، بأنْ يَصُدُّوهم عن محاولةِ الفَسادِ.
2,البقرة,251,لَفَسَدَتِ ٱلۡأَرۡضُ,لفسدت ٱلأرض,لَفَسَدَ ما عليها، واختَلَّ نظامُها.
2,البقرة,253,مَن كَلَّمَ ٱللَّهُ,من كلم ٱلله,كموسى عليه السلامُ.
2,البقرة,253,وَرَفَعَ بَعۡضَهُمۡ دَرَجَٰتٖ,ورفع بعضهم درجت,كمحمدٍ ﷺ بعمومِ رسالتِه، وخَتْمِ النبوةِ به.
2,البقرة,253,ٱلۡبَيِّنَٰتِ,ٱلبينت,المُعْجِزاتِ الباهراتِ كإحياء الموتى بإذنِ الله.
2,البقرة,253,بِرُوحِ ٱلۡقُدُسِ,بروح ٱلقدس,جبريلَ عليه السلَامُ.
2,البقرة,253,مِنۢ بَعۡدِهِم,من بعدهم,من بعدِ هؤلاءِ الرُّسُل.
2,البقرة,254,أَنفِقُواْ,أنفقوا,بإخراجِ الزَّكاةِ المفروضةِ وغيرها من الصدقاتِ.
2,البقرة,254,لَا بَيۡعٞ,لا بيع,فيكونَ معه رِبحٌ تَفْتَدَون به أنفسَكم.
2,البقرة,254,وَلَا خُلَّةٞ,ولا خلة,ولا صَداقةٌ.
2,البقرة,254,شَفَٰعَةٞ,شفعة,شفاعةُ شافعٍ مُؤَثِّرةٌ.
2,البقرة,255,ٱلۡقَيُّومُ,ٱلقيوم,القائمُ على كلِّ شيءٍ.
2,البقرة,255,سِنَةٞ,سنة,نُعاسٌ.
2,البقرة,255,كُرۡسِيُّهُ,كرسيه,موضعُ قَدَمَي الرَّبِّ، ولا يَعْلَمُ كيفيتَه إلا اللهُ.
2,البقرة,255,وَلَا يَـُٔودُهُۥ,ولا يـوده,ولا يُثْقِلُه.
2,البقرة,256,لَآ إِكۡرَاهَ فِي ٱلدِّينِ,لا إكراه في ٱلدين,لاتُكْرِهُوا أحداً على الدُّخولِ في دينِ الإسلامِ.
2,البقرة,256,ٱلرُّشۡدُ,ٱلرشد,الحقُّ أو الإيمانُ.
2,البقرة,256,ٱلۡغَيِّ,ٱلغي,الباطِلِ أو الكفرِ.
2,البقرة,256,بِٱلطَّٰغُوتِ,بٱلطغوت,بكلِّ ما عُبِدَ من دونِ اللهِ.
2,البقرة,256,بِٱلۡعُرۡوَةِ ٱلۡوُثۡقَىٰ,بٱلعروة ٱلوثقى,الطريقةِ المثلى، أو الإسلامِ.
2,البقرة,256,لَا ٱنفِصَامَ لَهَا,لا ٱنفصام لها,لا انقطاعَ، ولا انكسارَ لها.
2,البقرة,257,ٱللَّهُ وَلِيُّ ٱلَّذِينَ ءَامَنُواْ,ٱلله ولي ٱلذين ءامنوا,اللهُ يَتَوَلَّاهم بتوفيقِه.
2,البقرة,257,مِنَ ٱلظُّلُمَٰتِ,من ٱلظلمت,من ظُلُماتِ الكفرِ.
2,البقرة,257,إِلَى ٱلنُّورِ,إلى ٱلنور,إلى نورِ الإيمانِ.
2,البقرة,257,أَوۡلِيَآؤُهُمُ ٱلطَّٰغُوتُ,أولياؤهم ٱلطغوت,أنصارُهم الذين يَعْبُدونَهم من دونِ اللهِ.
2,البقرة,258,أَلَمۡ تَرَ,ألم تر,ألم يَنْتهِ عِلْمُك.
2,البقرة,258,حَآجَّ,حاج,جادَلَ، وهو مَلِكُ بابلَ نُمْرُوذُ.
2,البقرة,258,فِي رَبِّهِۦٓ,في ربه,في وجودِ ربِّه.
2,البقرة,258,أَنۡ ءَاتَىٰهُ ٱللَّهُ ٱلۡمُلۡكَ,أن ءاتىه ٱلله ٱلملك,لِأنْ أعطاه الُملْكَ فتَجَبَّر.
2,البقرة,258,أَنَا۠ أُحۡيِۦ وَأُمِيتُ,أنا أحي وأميت,أقتلُ مَنْ أَرَدْتُ، وأعفُو عَمَّنْ أَرَدْتُ قَتْلَه.
2,البقرة,258,فَبُهِتَ,فبهت,فَتَحَيَّر، وقامَتْ عليه الحُجَّةُ.
2,البقرة,259,كَٱلَّذِي,كٱلذي,عُزَيْرٌ.
2,البقرة,259,قَرۡيَةٖ,قرية,بيت المقدس.
2,البقرة,259,خَاوِيَةٌ عَلَىٰ عُرُوشِهَا,خاوية على عروشها,تَهَدَّمَتْ دُورُها، واشتدَّ خَرَابُها.
2,البقرة,259,أَنَّىٰ,أنى,كيف؟ وهو استبعادٌ لإحيائِها.
2,البقرة,259,لَمۡ يَتَسَنَّهۡ,لم يتسنه,لم يتغَيَّرْ.
2,البقرة,259,ءَايَةٗ,ءاية,دَلالةً على قدرةِ اللهِ على البعثِ.
2,البقرة,259,نُنشِزُهَا,ننشزها,نرفعُها، ونُرَكِّبُ بعضَها على بعضٍ.
2,البقرة,260,أَرِنِي,أرني,رؤيةَ العينِ.
2,البقرة,260,لِيَطۡمَئِنَّ قَلۡبِي,ليطمئن قلبي,ليُؤْمِنَ قلبي.
2,البقرة,260,فَصُرۡهُنَّ إِلَيۡكَ,فصرهن إليك,فاضْمُمْهُنَّ إليك، واجمَعْهُنَّ، ثم قَطِّعْهُنَّ.
2,البقرة,260,سَعۡيٗا,سعيا,مُسْرِعَةً.
2,البقرة,261,أَنۢبَتَتۡ سَبۡعَ سَنَابِلَ,أنبتت سبع سنابل,أَخْرَجَتْ ساقاً تَشَعَّبَ منه سَبْعُ شُعَبٍ، في كل شُعبةٍ سنبلةٌ.
2,البقرة,261,يُضَٰعِفُ,يضعف,الأجْرَ.
2,البقرة,262,مَنّٗا,منا,التحَدُّثَ بما أعْطى، حتى يَبْلُغَ ذلك المُعْطَىٰ، فيؤذِيَه.
2,البقرة,262,"أَذٗى﴾ التطاولَ على المُعْطَى. 
﴿وَلَا خَوۡفٌ عَلَيۡهِمۡ","أذى﴾ التطاول على المعطى. 
﴿ولا خوف عليهم",فيما يَسْتقبلونه من أَجْر الآخرةِ.
2,البقرة,262,وَلَا هُمۡ يَحۡزَنُونَ,ولا هم يحزنون,على شيءٍ فاتَهم في الدنيا.
2,البقرة,263,قَوۡلٞ مَّعۡرُوفٞ,قول معروف,رَدٌّ جميل يُرَدُّ به السَّائلُ.
2,البقرة,263,وَمَغۡفِرَةٌ,ومغفرة,وعَفْوٌ عمَّا بَدَرَ من السَّائلِ مِنْ إلحاحٍ.
2,البقرة,264,كَٱلَّذِي,كٱلذي,لا تُبْطِلُوها كما تَبْطُلُ صَدَقَةُ الذي.
2,البقرة,264,رِئَآءَ ٱلنَّاسِ,رئاء ٱلناس,ليراه الناسُ فَيمدَحُوه.
2,البقرة,264,صَفۡوَانٍ,صفوان,حجرٍ أملسَ.
2,البقرة,264,وَابِلٞ,وابل,مطرٌ غزيرٌ.
2,البقرة,264,فَتَرَكَهُۥ صَلۡدٗا,فتركه صلدا,أملسَ يابِساً لا شيءَ عليه. وكذلك شأنُ المُرائِي لاتنفَعُه نفقتُه.
2,البقرة,264,لَا يَقۡدِرُونَ,لا يقدرون,لا ينتفعون.
2,البقرة,265,وَتَثۡبِيتٗا,وتثبيتا,ويقيناً راسخاً بأنَّ اللهَ سيَجْزيهم.
2,البقرة,265,بِرَبۡوَةٍ,بربوة,بأرضٍ عاليةٍ.
2,البقرة,265,وَابِلٞ,وابل,مطرٌ غزيرٌ.
2,البقرة,265,أُكُلَهَا,أكلها,ثَمَرَتَها.
2,البقرة,265,فَطَلّٞ,فطل,فالمطرُ الضعيفُ يَكْفيها.
2,البقرة,266,أَيَوَدُّ أَحَدُكُمۡ,أيود أحدكم,نَزَلَتِ الآيةُ في رجلٍ غنيٍّ يعملُ بطاعةِ اللهِ، ثم يعملُ بالمعاصي.
2,البقرة,266,إِعۡصَارٞ,إعصار,ريحٌ شديدةٌ فيها نارٌ مُحرقةٌ.
2,البقرة,266,كَذَٰلِكَ,كذلك,هكذا حالُ غيرِ المخلصينَ في نفقاتِهم.
2,البقرة,267,مِن طَيِّبَٰتِ مَا كَسَبۡتُمۡ,من طيبت ما كسبتم,من جَيِّد المال وحَلالِه.
2,البقرة,267,وَلَا تَيَمَّمُواْ ٱلۡخَبِيثَ,ولا تيمموا ٱلخبيث,ولا تَقْصِدُوا بالإنفاقِ الرَّديءَ من المالِ.
2,البقرة,267,وَلَسۡتُم بِـَٔاخِذِيهِ إِلَّآ أَن تُغۡمِضُواْ فِيهِ,ولستم بـاخذيه إلا أن تغمضوا فيه,وإنْ أُعْطِيتُموه لم تأخُذُوه إلاإذا تَغاضَيْتُم عن رَداءتِه.
2,البقرة,268,يَعِدُكُمُ ٱلۡفَقۡرَ,يعدكم ٱلفقر,يُخَوِّفُكم، ويُغْرِيكم بالبُخْلِ.
2,البقرة,268,بِٱلۡفَحۡشَآءِ,بٱلفحشاء,بالمعاصي.
2,البقرة,269,ٱلۡحِكۡمَةَ,ٱلحكمة,الإصابةَ في القولِ والفعلِ.
2,البقرة,269,ٱلۡأَلۡبَٰبِ,ٱلألبب,العقولِ السليمةِ.
2,البقرة,270,نَذۡرٖ,نذر,ما تُوجِبُه على نفسِك.
2,البقرة,270,لِلظَّٰلِمِينَ,للظلمين,المانعين لحقِّ اللهِ في المالِ.
2,البقرة,271,إِن تُبۡدُواْ ٱلصَّدَقَٰتِ,إن تبدوا ٱلصدقت,إنْ تُظْهِروها.
